日付,【得意先】,伝票番号,商品名,数量,単位,単価,金額,粗利
2021-01-21,三機工業　株式会社　（南プラ/橘）,397379,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2021-01-27,三機工業　株式会社　（南プラ/橘）,398314,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-01-27,三機工業　株式会社　（南プラ/橘）,399073,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-02-23,三機工業　株式会社　（南プラ/橘）,402125,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-03-31,三機工業　株式会社　（南プラ/橘）,407805,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-03-23,三機工業　株式会社　（多摩川/橋本）,406502,運搬費（4ｔｃ）,1 ,台,25000 ,27500 ,27500 
2021-03-25,三機工業　株式会社　（多摩川/橋本）,406970,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2021-01-27,三機工業　株式会社　（高蔵寺/児平）,398652,運搬費,1 ,台,25000 ,27500 ,27500 
2021-03-12,三機工業　株式会社　（高蔵寺/児平）,405630,運搬費,1 ,台,25000 ,27500 ,27500 
2021-03-12,三機工業　株式会社　（高蔵寺/児平）,405634,運搬費,1 ,台,25000 ,27500 ,27500 
2021-03-12,三機工業　株式会社　（高蔵寺/児平）,405638,運搬費,1 ,台,25000 ,27500 ,27500 
2021-03-25,三機工業　株式会社　（高蔵寺/児平）,408061,運搬費,1 ,台,25000 ,27500 ,27500 
2021-01-14,三機工業　株式会社　（呑川/花岡）,396195,運搬費（2ｔｃ）,1 ,台,23000 ,25300 ,25300 
2021-01-14,三機工業　株式会社　（呑川/花岡）,396218,運搬費（2ｔｃ）,1 ,台,23000 ,25300 ,25300 
2021-01-28,三機工業　株式会社　（呑川/花岡）,398445,運搬費（2ｔｃ）,1 ,台,23000 ,25300 ,25300 
2021-02-08,三機工業　株式会社　（呑川/花岡）,400035,運搬費（2ｔｃ）,1 ,台,23000 ,25300 ,25300 
2021-03-29,三機工業　株式会社　（呑川/花岡）,407474,運搬費（2ｔｃ）,1 ,台,23000 ,25300 ,25300 
2021-06-28,三機工業　株式会社　（清瀬/南中）,419319,混合廃棄物,4 ,m3,10000 ,44000 ,44000 
2021-04-02,三機工業　株式会社　（北多摩/大原）,408072,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-04-14,三機工業　株式会社　（北多摩/大原）,412446,汚泥,360 ,kg,37 ,14652 ,14652 
2021-04-19,三機工業　株式会社　（北多摩/大原）,410628,特車申請費,1 ,台,50000 ,55000 ,55000 
2021-05-07,三機工業　株式会社　（北多摩/大原）,413008,耐火材,7180 ,kg,25 ,197450 ,197450 
2021-05-07,三機工業　株式会社　（北多摩/大原）,413011,耐火材,7130 ,kg,25 ,196075 ,196075 
2021-05-07,三機工業　株式会社　（北多摩/大原）,413013,耐火材,9400 ,kg,25 ,258500 ,258500 
2021-05-14,三機工業　株式会社　（北多摩/大原）,413443,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-05-14,三機工業　株式会社　（北多摩/大原）,413465,ゴムロール,130 ,kg,25 ,3575 ,3575 
2021-06-25,三機工業　株式会社　（新河岸/赤城）,418908,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-06-30,三機工業　株式会社　（新河岸/赤城）,420232,事務手数料,1 ,式,1500 ,1650 ,1650 
2021-06-30,三機工業　株式会社　（新河岸/赤城）,420232,一般廃棄物（6月分）,1 ,式,3200 ,3520 ,3520 
2021-04-27,三機工業　株式会社　（浅川/國分）,411521,廃プラスチック類,7 ,m3,10000 ,77000 ,77000 
2021-04-30,三機工業　株式会社　（浅川/國分）,411924,混合廃棄物　タイヤ（ホイル付）,1 ,本,3500 ,3850 ,3850 
2021-04-30,三機工業　株式会社　（浅川/國分）,411924,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-06-04,三機工業　株式会社　（浅川/國分）,416356,石綿含有産業廃棄物,1 ,m3,55000 ,60500 ,60500 
2021-06-08,三機工業　株式会社　（浅川/國分）,416801,廃油,1300 ,L,150 ,214500 ,214500 
2021-06-09,三機工業　株式会社　（浅川/國分）,416860,木くず（14456026806）,8 ,m3,6000 ,52800 ,52800 
2021-06-09,三機工業　株式会社　（浅川/國分）,416860,混合廃棄物（14456026817）,280 ,kg,65 ,20020 ,20020 
2021-06-09,三機工業　株式会社　（浅川/國分）,416890,ｶﾞﾗｽ・ｺﾝｸﾘｰﾄ・陶磁器くず,9 ,m3,15000 ,148500 ,148500 
2021-06-09,三機工業　株式会社　（浅川/國分）,416894,ｶﾞﾗｽ・ｺﾝｸﾘｰﾄ・陶磁器くず,12 ,m3,15000 ,198000 ,198000 
2021-06-11,三機工業　株式会社　（浅川/國分）,417165,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-06-18,三機工業　株式会社　（浅川/國分）,417999,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-06-21,三機工業　株式会社　（浅川/國分）,418674,耐火材,1360 ,kg,25 ,37400 ,37400 
2021-06-21,三機工業　株式会社　（浅川/國分）,418676,耐火材,1440 ,kg,25 ,39600 ,39600 
2021-06-21,三機工業　株式会社　（浅川/國分）,418680,コンクリ－トがら　無筋,1260 ,kg,3 ,4158 ,4158 
2021-06-28,三機工業　株式会社　（浅川/國分）,419223,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-06-28,三機工業　株式会社　（浅川/國分）,419251,混合廃棄物,6 ,m3,10000 ,66000 ,66000 
2021-04-27,三機工業　株式会社　（南プラ/橘）,411466,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-04-30,三機工業　株式会社　（南プラ/橘）,412260,メッシュパレットリース料（4/1～,2 ,台,3000 ,6600 ,6600 
2021-05-11,三機工業　株式会社　（南プラ/橘）,413053,特車申請費,1 ,台,50000 ,55000 ,55000 
2021-05-14,三機工業　株式会社　（南プラ/橘）,413445,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-05-14,三機工業　株式会社　（南プラ/橘）,413733,廃油（14430894788）,140 ,L,150 ,23100 ,23100 
2021-05-14,三機工業　株式会社　（南プラ/橘）,413733,蛍光灯（14430894799）,4 ,kg,300 ,1320 ,1320 
2021-05-17,三機工業　株式会社　（南プラ/橘）,414631,コンクリ－トがら　無筋,2860 ,kg,3 ,9438 ,9438 
2021-05-17,三機工業　株式会社　（南プラ/橘）,414635,コンクリ－トがら　無筋,2430 ,kg,3 ,8019 ,8019 
2021-05-18,三機工業　株式会社　（南プラ/橘）,413884,木くず,1 ,m3,6000 ,6600 ,6600 
2021-05-18,三機工業　株式会社　（南プラ/橘）,414641,コンクリ－トがら　無筋,2470 ,kg,3 ,8151 ,8151 
2021-05-18,三機工業　株式会社　（南プラ/橘）,414644,コンクリ－トがら　無筋,2450 ,kg,3 ,8085 ,8085 
2021-05-18,三機工業　株式会社　（南プラ/橘）,414859,コンクリ－トがら　無筋,2500 ,kg,3 ,8250 ,8250 
2021-05-19,三機工業　株式会社　（南プラ/橘）,414862,コンクリ－トがら　無筋,2560 ,kg,3 ,8448 ,8448 
2021-05-19,三機工業　株式会社　（南プラ/橘）,414866,コンクリ－トがら　無筋,2350 ,kg,3 ,7755 ,7755 
2021-05-19,三機工業　株式会社　（南プラ/橘）,414869,コンクリ－トがら　無筋,2470 ,kg,3 ,8151 ,8151 
2021-05-20,三機工業　株式会社　（南プラ/橘）,414648,コンクリ－トがら　無筋,2570 ,kg,3 ,8481 ,8481 
2021-05-20,三機工業　株式会社　（南プラ/橘）,414653,コンクリ－トがら　無筋,2330 ,kg,3 ,7689 ,7689 
2021-05-20,三機工業　株式会社　（南プラ/橘）,414656,コンクリ－トがら　無筋,2610 ,kg,3 ,8613 ,8613 
2021-05-21,三機工業　株式会社　（南プラ/橘）,414929,コンクリ－トがら　無筋,2440 ,kg,3 ,8052 ,8052 
2021-05-21,三機工業　株式会社　（南プラ/橘）,415747,コンクリ－トがら　無筋,2470 ,kg,3 ,8151 ,8151 
2021-05-21,三機工業　株式会社　（南プラ/橘）,415750,コンクリ－トがら　無筋,2580 ,kg,3 ,8514 ,8514 
2021-05-22,三機工業　株式会社　（南プラ/橘）,415754,コンクリ－トがら　無筋,2650 ,kg,3 ,8745 ,8745 
2021-05-22,三機工業　株式会社　（南プラ/橘）,415758,コンクリ－トがら　無筋,2700 ,kg,3 ,8910 ,8910 
2021-05-22,三機工業　株式会社　（南プラ/橘）,415767,コンクリ－トがら　無筋,2640 ,kg,3 ,8712 ,8712 
2021-05-24,三機工業　株式会社　（南プラ/橘）,414932,コンクリ－トがら　無筋,2400 ,kg,3 ,7920 ,7920 
2021-05-24,三機工業　株式会社　（南プラ/橘）,415774,コンクリ－トがら　無筋,2620 ,kg,3 ,8646 ,8646 
2021-05-24,三機工業　株式会社　（南プラ/橘）,415810,コンクリ－トがら　無筋,2490 ,kg,3 ,8217 ,8217 
2021-05-25,三機工業　株式会社　（南プラ/橘）,415814,コンクリ－トがら　無筋,2530 ,kg,3 ,8349 ,8349 
2021-05-25,三機工業　株式会社　（南プラ/橘）,415818,コンクリ－トがら　無筋,2460 ,kg,3 ,8118 ,8118 
2021-05-25,三機工業　株式会社　（南プラ/橘）,415823,コンクリ－トがら　無筋,2520 ,kg,3 ,8316 ,8316 
2021-05-25,三機工業　株式会社　（南プラ/橘）,415826,コンクリ－トがら　無筋,2500 ,kg,3 ,8250 ,8250 
2021-05-26,三機工業　株式会社　（南プラ/橘）,415829,コンクリ－トがら　無筋,2590 ,kg,3 ,8547 ,8547 
2021-05-26,三機工業　株式会社　（南プラ/橘）,415832,コンクリ－トがら　無筋,2540 ,kg,3 ,8382 ,8382 
2021-05-26,三機工業　株式会社　（南プラ/橘）,415835,コンクリ－トがら　無筋,2570 ,kg,3 ,8481 ,8481 
2021-05-26,三機工業　株式会社　（南プラ/橘）,415839,コンクリ－トがら　無筋,2600 ,kg,3 ,8580 ,8580 
2021-05-27,三機工業　株式会社　（南プラ/橘）,415844,コンクリ－トがら　無筋,2550 ,kg,3 ,8415 ,8415 
2021-05-27,三機工業　株式会社　（南プラ/橘）,415850,コンクリ－トがら　無筋,2430 ,kg,3 ,8019 ,8019 
2021-05-27,三機工業　株式会社　（南プラ/橘）,415865,コンクリ－トがら　無筋,2510 ,kg,3 ,8283 ,8283 
2021-05-29,三機工業　株式会社　（南プラ/橘）,415855,コンクリ－トがら　無筋,2620 ,kg,3 ,8646 ,8646 
2021-05-31,三機工業　株式会社　（南プラ/橘）,415858,コンクリ－トがら　無筋,2160 ,kg,3 ,7128 ,7128 
2021-05-31,三機工業　株式会社　（南プラ/橘）,416176,メッシュパレットリース料（5/1～,2 ,台,3000 ,6600 ,6600 
2021-06-01,三機工業　株式会社　（南プラ/橘）,416905,コンクリ－トがら　無筋,2590 ,kg,3 ,8547 ,8547 
2021-06-02,三機工業　株式会社　（南プラ/橘）,416912,コンクリ－トがら　無筋,2270 ,kg,3 ,7491 ,7491 
2021-06-03,三機工業　株式会社　（南プラ/橘）,417229,コンクリ－トがら　無筋,2660 ,kg,3 ,8778 ,8778 
2021-06-24,三機工業　株式会社　（南プラ/橘）,419002,コンクリ－トがら　無筋,2520 ,kg,3 ,8316 ,8316 
2021-06-30,三機工業　株式会社　（南プラ/橘）,419890,メッシュパレットリース料（6/1～,2 ,台,3000 ,6600 ,6600 
2021-05-27,三機工業　株式会社　（多摩川/橋本）,415201,燃え殻（特別管理産業廃棄物）,700 ,kg,250 ,192500 ,192500 
2021-05-28,三機工業　株式会社　（多摩川/橋本）,415292,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-05-28,三機工業　株式会社　（多摩川/橋本）,415570,廃油,15 ,L,150 ,2475 ,2475 
2021-04-30,三機工業　株式会社　（八戸市/佐藤）,411941,一般廃棄物,1 ,式,10000 ,11000 ,2200 
2021-05-31,三機工業　株式会社　（八戸市/佐藤）,415585,一般廃棄物,1 ,式,10000 ,11000 ,2200 
2021-06-30,三機工業　株式会社　（八戸市/佐藤）,420149,一般廃棄物,1 ,式,10000 ,11000 ,2200 
2021-06-30,三機工業　株式会社　（八戸市/佐藤）,420149,一般廃棄物（資源物）6/22分,1 ,式,1500 ,1650 ,0 
2021-04-15,三機工業　株式会社　（八王子/海鋒）,409844,選別,30 ,kg,70 ,2310 ,2310 
2021-04-15,三機工業　株式会社　（八王子/海鋒）,412561,フロン処理費,1 ,式,8000 ,8800 ,8800 
2021-04-15,三機工業　株式会社　（八王子/海鋒）,412561,フロン処理費,0 ,,0 ,0 ,0 
2021-04-15,三機工業　株式会社　（八王子/海鋒）,412561,フロン処理費,0 ,,0 ,0 ,0 
2021-04-15,三機工業　株式会社　（八王子/海鋒）,412561,フロン処理費,0 ,,0 ,0 ,0 
2021-06-30,三機工業　株式会社　（葛西/山本）,419801,事務手数料,1 ,式,1500 ,1650 ,1650 
2021-06-30,三機工業　株式会社　（葛西/山本）,419801,一般廃棄物,1 ,式,20000 ,22000 ,0 
2021-05-28,三機工業　株式会社　（清瀬/南中）,417452,コンテナ設置費,1 ,台,12000 ,13200 ,13200 
2021-06-08,三機工業　株式会社　（清瀬/南中）,417453,コンテナ設置費,1 ,台,12000 ,13200 ,13200 
2021-06-28,三機工業　株式会社　（清瀬/南中）,419319,運搬費（3ｔｃ）,1 ,台,23000 ,25300 ,25300 
2021-04-02,三機工業　株式会社　（北多摩/大原）,408072,運搬費（4ｔｃ）,1 ,台,25000 ,27500 ,27500 
2021-04-14,三機工業　株式会社　（北多摩/大原）,412446,運搬費（3ｔバキューム）,1 ,台,100000 ,110000 ,110000 
2021-04-19,三機工業　株式会社　（北多摩/大原）,410628,運搬費（舵切トレーラー）,1 ,台,250000 ,275000 ,275000 
2021-04-19,三機工業　株式会社　（北多摩/大原）,410628,運搬費（先導車・後方車）,1 ,台,55000 ,60500 ,60500 
2021-04-19,三機工業　株式会社　（北多摩/大原）,410628,運搬費（60ｔクレーン）,1 ,台,150000 ,165000 ,165000 
2021-04-20,三機工業　株式会社　（北多摩/大原）,410640,運搬費（舵切トレーラー）,1 ,台,250000 ,275000 ,275000 
2021-04-20,三機工業　株式会社　（北多摩/大原）,410640,運搬費（先導車・後方車）,1 ,台,55000 ,60500 ,60500 
2021-04-20,三機工業　株式会社　（北多摩/大原）,410640,運搬費（25ｔクレーン）,1 ,台,90000 ,99000 ,99000 
2021-04-22,三機工業　株式会社　（北多摩/大原）,411604,運搬費（トレーラー）夜間出し,1 ,台,280000 ,308000 ,308000 
2021-04-22,三機工業　株式会社　（北多摩/大原）,411604,運搬費（先導車・後方車）,2 ,台,55000 ,121000 ,121000 
2021-04-22,三機工業　株式会社　（北多摩/大原）,411604,運搬費（70ｔクレーン）,1 ,台,180000 ,198000 ,198000 
2021-05-07,三機工業　株式会社　（北多摩/大原）,413008,運搬費（10ｔｄ）,1 ,台,43000 ,47300 ,47300 
2021-05-07,三機工業　株式会社　（北多摩/大原）,413011,運搬費（10ｔｄ）,1 ,台,43000 ,47300 ,47300 
2021-05-07,三機工業　株式会社　（北多摩/大原）,413013,運搬費（10ｔｄ）,1 ,台,43000 ,47300 ,47300 
2021-05-14,三機工業　株式会社　（北多摩/大原）,413443,運搬費,1 ,台,25000 ,27500 ,27500 
2021-05-14,三機工業　株式会社　（北多摩/大原）,413465,運搬費,1 ,台,25000 ,27500 ,27500 
2021-06-02,三機工業　株式会社　（北多摩/大原）,416903,コンテナ設置費,1 ,台,12000 ,13200 ,13200 
2021-06-08,三機工業　株式会社　（清瀬/前田）,417455,コンテナ設置費,1 ,台,12000 ,13200 ,13200 
2021-06-25,三機工業　株式会社　（新河岸/赤城）,418908,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-04-27,三機工業　株式会社　（浅川/國分）,411521,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2021-04-30,三機工業　株式会社　（浅川/國分）,411924,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2021-06-04,三機工業　株式会社　（浅川/國分）,416356,運搬費（4ｔﾕﾆｯｸ）,1 ,台,38000 ,41800 ,41800 
2021-06-08,三機工業　株式会社　（浅川/國分）,416801,運搬費（4ｔﾕﾆｯｸ）,1 ,台,38000 ,41800 ,41800 
2021-06-09,三機工業　株式会社　（浅川/國分）,416860,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2021-06-09,三機工業　株式会社　（浅川/國分）,416890,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2021-06-09,三機工業　株式会社　（浅川/國分）,416894,運搬費（4ｔﾕﾆｯｸ）,1 ,台,38000 ,41800 ,41800 
2021-06-11,三機工業　株式会社　（浅川/國分）,417165,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2021-06-18,三機工業　株式会社　（浅川/國分）,417999,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2021-06-21,三機工業　株式会社　（浅川/國分）,418674,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2021-06-21,三機工業　株式会社　（浅川/國分）,418676,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2021-06-21,三機工業　株式会社　（浅川/國分）,418680,運搬費（4ｔｃ）,1 ,台,27000 ,29700 ,29700 
2021-06-24,三機工業　株式会社　（浅川/國分）,418806,運搬費,1 ,台,27000 ,29700 ,29700 
2021-06-24,三機工業　株式会社　（浅川/國分）,418876,運搬費,1 ,台,27000 ,29700 ,29700 
2021-06-28,三機工業　株式会社　（浅川/國分）,419223,運搬費,1 ,台,27000 ,29700 ,29700 
2021-06-28,三機工業　株式会社　（浅川/國分）,419251,運搬費,1 ,台,27000 ,29700 ,29700 
2021-04-27,三機工業　株式会社　（南プラ/橘）,411466,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-04-28,三機工業　株式会社　（南プラ/橘）,411803,運搬費（スクラップ）,2 ,台,25000 ,55000 ,55000 
2021-04-30,三機工業　株式会社　（南プラ/橘）,412062,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2021-05-06,三機工業　株式会社　（南プラ/橘）,413018,運搬費（スクラップ）,2 ,台,25000 ,55000 ,55000 
2021-05-10,三機工業　株式会社　（南プラ/橘）,413029,運搬費（スクラップ）,2 ,台,25000 ,55000 ,55000 
2021-05-11,三機工業　株式会社　（南プラ/橘）,413053,運搬費（トレーラー）,1 ,台,150000 ,165000 ,165000 
2021-05-11,三機工業　株式会社　（南プラ/橘）,413053,運搬費（クレーン）,1 ,台,120000 ,132000 ,132000 
2021-05-13,三機工業　株式会社　（南プラ/橘）,413741,運搬費（トレーラー）,1 ,台,150000 ,165000 ,165000 
2021-05-13,三機工業　株式会社　（南プラ/橘）,413741,運搬費（クレーン）,1 ,台,120000 ,132000 ,132000 
2021-05-14,三機工業　株式会社　（南プラ/橘）,413445,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-14,三機工業　株式会社　（南プラ/橘）,413733,運搬費（4ｔﾕﾆｯｸ）二ヵ所下ろし,1 ,台,38000 ,41800 ,41800 
2021-05-17,三機工業　株式会社　（南プラ/橘）,414631,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-17,三機工業　株式会社　（南プラ/橘）,414635,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-18,三機工業　株式会社　（南プラ/橘）,413884,運搬費（4ｔﾕﾆｯｸ）,1 ,台,28000 ,30800 ,30800 
2021-05-18,三機工業　株式会社　（南プラ/橘）,414641,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-18,三機工業　株式会社　（南プラ/橘）,414644,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-18,三機工業　株式会社　（南プラ/橘）,414859,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-19,三機工業　株式会社　（南プラ/橘）,414862,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-19,三機工業　株式会社　（南プラ/橘）,414866,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-19,三機工業　株式会社　（南プラ/橘）,414869,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-20,三機工業　株式会社　（南プラ/橘）,414648,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-20,三機工業　株式会社　（南プラ/橘）,414653,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-20,三機工業　株式会社　（南プラ/橘）,414656,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-21,三機工業　株式会社　（南プラ/橘）,414929,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-21,三機工業　株式会社　（南プラ/橘）,415747,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-21,三機工業　株式会社　（南プラ/橘）,415750,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-22,三機工業　株式会社　（南プラ/橘）,415754,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-22,三機工業　株式会社　（南プラ/橘）,415758,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-22,三機工業　株式会社　（南プラ/橘）,415767,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-24,三機工業　株式会社　（南プラ/橘）,414932,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-24,三機工業　株式会社　（南プラ/橘）,415774,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-24,三機工業　株式会社　（南プラ/橘）,415810,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-25,三機工業　株式会社　（南プラ/橘）,415814,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-25,三機工業　株式会社　（南プラ/橘）,415818,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-25,三機工業　株式会社　（南プラ/橘）,415823,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-25,三機工業　株式会社　（南プラ/橘）,415826,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-26,三機工業　株式会社　（南プラ/橘）,415829,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-26,三機工業　株式会社　（南プラ/橘）,415832,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-26,三機工業　株式会社　（南プラ/橘）,415835,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-26,三機工業　株式会社　（南プラ/橘）,415839,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-27,三機工業　株式会社　（南プラ/橘）,415844,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-27,三機工業　株式会社　（南プラ/橘）,415850,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-27,三機工業　株式会社　（南プラ/橘）,415865,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-29,三機工業　株式会社　（南プラ/橘）,415855,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-31,三機工業　株式会社　（南プラ/橘）,415858,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-06-01,三機工業　株式会社　（南プラ/橘）,416905,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-06-02,三機工業　株式会社　（南プラ/橘）,416912,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-06-03,三機工業　株式会社　（南プラ/橘）,416335,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2021-06-03,三機工業　株式会社　（南プラ/橘）,417229,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-06-19,三機工業　株式会社　（南プラ/橘）,418353,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2021-06-22,三機工業　株式会社　（南プラ/橘）,418527,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2021-06-24,三機工業　株式会社　（南プラ/橘）,419002,運搬費（4ｔｃ）,1 ,台,21000 ,23100 ,23100 
2021-05-27,三機工業　株式会社　（多摩川/橋本）,415201,運搬費（4ｔﾕﾆｯｸ）,1 ,台,38000 ,41800 ,41800 
2021-05-28,三機工業　株式会社　（多摩川/橋本）,415292,運搬費（4ｔｃ）二ヵ所下ろし,1 ,台,30000 ,33000 ,33000 
2021-05-28,三機工業　株式会社　（多摩川/橋本）,415617,運搬費（スクラップ）,1 ,台,25000 ,27500 ,27500 
2021-04-15,三機工業　株式会社　（多摩川/橋本）,409844,運搬費,1 ,台,25000 ,27500 ,27500 
2021-06-24,三機工業　株式会社　（金沢/花岡）,418997,コンテナ設置費,1 ,台,12000 ,13200 ,13200 
2021-08-02,三機工業　株式会社　（清瀬/南中）,423722,混合廃棄物,4 ,m3,10000 ,44000 ,44000 
2021-08-17,三機工業　株式会社　（清瀬/南中）,425437,混合廃棄物,4 ,m3,10000 ,44000 ,44000 
2021-08-19,三機工業　株式会社　（清瀬/南中）,425761,キャスタブル解体費,1 ,式,20000 ,22000 ,22000 
2021-08-19,三機工業　株式会社　（清瀬/南中）,425778,廃油,1200 ,L,150 ,198000 ,198000 
2021-09-02,三機工業　株式会社　（清瀬/南中）,428470,耐火材,300 ,kg,25 ,8250 ,8250 
2021-09-02,三機工業　株式会社　（清瀬/南中）,428473,燃え殻,1070 ,kg,37 ,43549 ,43549 
2021-09-17,三機工業　株式会社　（清瀬/南中）,429667,混合廃棄物,4 ,m3,10000 ,44000 ,44000 
2021-07-07,三機工業　株式会社　（北多摩/大原）,421407,コンクリ－トがら（二次製品）2ｔ扱い,1 ,台,15000 ,16500 ,16500 
2021-08-02,三機工業　株式会社　（北多摩/大原）,425158,耐火材,190 ,kg,25 ,5225 ,5225 
2021-08-05,三機工業　株式会社　（北多摩/大原）,424285,混合廃棄物,7 ,m3,10000 ,77000 ,77000 
2021-09-30,三機工業　株式会社　（清瀬/前田）,431562,コンクリ－トがら　無筋,2 ,m3,6000 ,13200 ,13200 
2021-09-30,三機工業　株式会社　（清瀬/前田）,431610,コンクリ－トがら　無筋,2 ,m3,6000 ,13200 ,13200 
2021-07-07,三機工業　株式会社　（新河岸/赤城）,420551,フレコン,40 ,枚,800 ,35200 ,35200 
2021-07-27,三機工業　株式会社　（新河岸/赤城）,422957,フレコン,40 ,枚,800 ,35200 ,35200 
2021-07-30,三機工業　株式会社　（新河岸/赤城）,423428,混合廃棄物,4 ,m3,10000 ,44000 ,44000 
2021-07-31,三機工業　株式会社　（新河岸/赤城）,424145,事務手数料,1 ,式,1500 ,1650 ,1650 
2021-07-31,三機工業　株式会社　（新河岸/赤城）,424145,一般廃棄物（7月分）,1 ,式,5400 ,5940 ,5940 
2021-08-10,三機工業　株式会社　（新河岸/赤城）,424837,混合廃棄物,9 ,m3,10000 ,99000 ,99000 
2021-08-20,三機工業　株式会社　（新河岸/赤城）,425883,混合廃棄物,9 ,m3,10000 ,99000 ,99000 
2021-08-31,三機工業　株式会社　（新河岸/赤城）,427332,混合廃棄物,8 ,m3,10000 ,88000 ,88000 
2021-08-31,三機工業　株式会社　（新河岸/赤城）,427878,事務手数料,1 ,式,1500 ,1650 ,1650 
2021-08-31,三機工業　株式会社　（新河岸/赤城）,427878,一般廃棄物（8月分）,1 ,式,5600 ,6160 ,6160 
2021-09-06,三機工業　株式会社　（新河岸/赤城）,428167,セラミックフィルター,18 ,m3,15000 ,297000 ,297000 
