日付,得意先,,,商品名,,,,,,,,,,数量,,,,,,単価,,,,,金額
2020/10/23,メタウォーター株式会社,,,運搬費,,,,,,,,,,1,,,,,,40000,,,,,44000
2021/01/14,メタウォーター株式会社,,,運搬費（トレーラー）,,,,,,,,,,1,,,,,,180000,,,,,198000
2021/01/14,メタウォーター株式会社,,,運搬費（先導車、後導車）,,,,,,,,,,2,,,,,,50000,,,,,110000
2021/01/19,メタウォーター株式会社,,,運搬費（トレーラー）,,,,,,,,,,1,,,,,,180000,,,,,198000
2021/01/19,メタウォーター株式会社,,,運搬費（先導車、後導車）,,,,,,,,,,2,,,,,,50000,,,,,110000
2021/01/20,メタウォーター株式会社,,,運搬費（トレーラー）,,,,,,,,,,1,,,,,,180000,,,,,198000
2021/01/20,メタウォーター株式会社,,,運搬費（先導車、後導車）,,,,,,,,,,2,,,,,,50000,,,,,110000
2021/01/21,メタウォーター株式会社,,,運搬費（トレーラー）,,,,,,,,,,1,,,,,,180000,,,,,198000
2021/01/21,メタウォーター株式会社,,,運搬費（先導車、後導車）,,,,,,,,,,2,,,,,,50000,,,,,110000
2021/01/21,メタウォーター株式会社,,,特車申請,,,,,,,,,,2,,,,,,50000,,,,,110000
2020/10/31,メタウォーター株式会社,,,クレーンスケールレンタル費,,,,,,,,,,1,,,,,,104000,,,,,114400
2020/11/30,メタウォーター株式会社,,,クレーンスケールレンタル費,,,,,,,,,,1,,,,,,47996,,,,,52795
2020/12/20,メタウォーター株式会社,,,クレーンスケールレンタル費（12/1～12/20）,,,,,,,,,,1,,,,,,53320,,,,,58652
2021/01/31,メタウォーター株式会社,,,クレーンスケールレンタル費,,,,,,,,,,1,,,,,,111972,,,,,123169
2021/02/28,メタウォーター株式会社,,,クレーンスケールレンタル費,,,,,,,,,,1,,,,,,74648,,,,,82112
2021/03/31,メタウォーター株式会社,,,クレーンスケールレンタル費,,,,,,,,,,1,,,,,,82646,,,,,90910
2020/04/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10520,,,,,11572
2020/04/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,4800,,,,,5280
2020/04/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,2960,,,,,3256
2020/04/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,20600,,,,,22660
2020/04/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,3000,,,,,3300
2020/04/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/04/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,12540,,,,,13794
2020/04/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/04/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,12000,,,,,13200
2020/05/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,9280,,,,,10208
2020/05/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,4720,,,,,5192
2020/05/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,4120,,,,,4532
2020/05/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,11530,,,,,12683
2020/05/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,7500,,,,,8250
2020/05/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/05/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/05/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/06/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/06/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,13340,,,,,14674
2020/06/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5500,,,,,6050
2020/06/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5960,,,,,6556
2020/06/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/06/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,25340,,,,,27874
2020/06/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/06/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,3750,,,,,4125
2020/06/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,16250,,,,,17875
2020/07/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,9960,,,,,10956
2020/07/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5450,,,,,5995
2020/07/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,8160,,,,,8976
2020/07/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,11590,,,,,12749
2020/07/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/07/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/07/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,22720,,,,,24992
2020/07/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,22250,,,,,24475
2020/07/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/08/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/08/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,17800,,,,,19580
2020/08/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,16970,,,,,18667
2020/08/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/08/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,21460,,,,,23606
2020/08/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,6200,,,,,6820
2020/08/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,4700,,,,,5170
2020/09/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5520,,,,,6072
2020/09/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/09/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,23210,,,,,25531
2020/09/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/09/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,19200,,,,,21120
2020/09/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,4040,,,,,4444
2020/09/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,16180,,,,,17798
2020/10/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,7130,,,,,7843
2020/10/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,6240,,,,,6864
2020/10/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,16510,,,,,18161
2020/10/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/10/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/10/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,19860,,,,,21846
2020/10/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,23600,,,,,25960
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,2920,,,,,3212
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,26160,,,,,28776
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,18030,,,,,19833
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2020/11/30,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,20830,,,,,22913
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,7840,,,,,8624
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,5760,,,,,6336
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,19950,,,,,21945
2020/12/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,17130,,,,,18843
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,17200,,,,,18920
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15600,,,,,17160
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15600,,,,,17160
2021/01/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2021/02/19,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,9240,,,,,10164
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,25380,,,,,27918
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,17800,,,,,19580
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,16180,,,,,17798
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,19250,,,,,21175
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,17050,,,,,18755
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2021/02/28,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2021/03/10,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,10000,,,,,11000
2021/03/11,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2021/03/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,24140,,,,,26554
2021/03/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,20600,,,,,22660
2021/03/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,8520,,,,,9372
2021/03/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,31960,,,,,35156
2021/03/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2021/03/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2021/03/31,メタウォーター株式会社,,,一般廃棄物,,,,,,,,,,1,,,,,,15000,,,,,16500
2020/12/21,メタウォーター株式会社,,,ギロ材,,,,,,,,,,2600,,,,,,22,,,,,62920
2020/12/21,メタウォーター株式会社,,,キャスタブル付鉄くず,,,,,,,,,,1680,,,,,,0,,,,,0
2020/04/21,メタウォーター株式会社,,,ギロ材,,,,,,,,,,490,,,,,,5,,,,,2695
2021/01/12,メタウォーター株式会社,,,ギロ材,,,,,,,,,,950,,,,,,28,,,,,29260
2020/05/20,メタウォーター株式会社,,,ギロ材,,,,,,,,,,2300,,,,,,5,,,,,12650
2020/06/01,メタウォーター株式会社,,,雑線,,,,,,,,,,2150,,,,,,80,,,,,189200
2020/06/09,メタウォーター株式会社,,,雑線,,,,,,,,,,2420,,,,,,80,,,,,212960
2020/06/15,メタウォーター株式会社,,,ギロ材,,,,,,,,,,1050,,,,,,12,,,,,13860
2020/06/15,メタウォーター株式会社,,,ビス付サッシ,,,,,,,,,,100,,,,,,25,,,,,2750
2020/06/15,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,320,,,,,,35,,,,,12320
2020/06/15,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,2160,,,,,,35,,,,,83160
2020/06/15,メタウォーター株式会社,,,ギロ材,,,,,,,,,,190,,,,,,12,,,,,2508
2020/06/15,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,7490,,,,,,35,,,,,288365
2020/06/16,メタウォーター株式会社,,,80％銅線,,,,,,,,,,320,,,,,,335,,,,,117920
2020/06/16,メタウォーター株式会社,,,70％銅線,,,,,,,,,,195,,,,,,290,,,,,62205
2020/06/16,メタウォーター株式会社,,,60％銅線,,,,,,,,,,850,,,,,,205,,,,,191675
2020/06/16,メタウォーター株式会社,,,雑線,,,,,,,,,,4365,,,,,,100,,,,,480150
2020/06/17,メタウォーター株式会社,,,ギロ材,,,,,,,,,,5320,,,,,,12,,,,,70224
2020/06/17,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,2740,,,,,,35,,,,,105490
2020/06/18,メタウォーター株式会社,,,ギロ材,,,,,,,,,,5690,,,,,,12,,,,,75108
2020/06/18,メタウォーター株式会社,,,雑品,,,,,,,,,,1890,,,,,,7,,,,,14553
2020/06/18,メタウォーター株式会社,,,ガス切,,,,,,,,,,1890,,,,,,11,,,,,22869
2020/06/19,メタウォーター株式会社,,,雑線,,,,,,,,,,1590,,,,,,100,,,,,174900
2020/06/19,メタウォーター株式会社,,,80％銅線,,,,,,,,,,110,,,,,,335,,,,,40535
2020/06/19,メタウォーター株式会社,,,70％銅線,,,,,,,,,,45,,,,,,290,,,,,14355
2020/06/19,メタウォーター株式会社,,,60％銅線,,,,,,,,,,205,,,,,,205,,,,,46227
2020/06/19,メタウォーター株式会社,,,雑線 ,,,,,,,,,,1420,,,,,,100,,,,,156200
2020/06/19,メタウォーター株式会社,,,80％銅線,,,,,,,,,,100,,,,,,335,,,,,36850
2020/06/19,メタウォーター株式会社,,,70％銅線,,,,,,,,,,30,,,,,,290,,,,,9570
2020/06/19,メタウォーター株式会社,,,60％銅線,,,,,,,,,,130,,,,,,205,,,,,29315
2020/06/19,メタウォーター株式会社,,,雑線,,,,,,,,,,1900,,,,,,100,,,,,209000
2020/06/19,メタウォーター株式会社,,,80％銅線,,,,,,,,,,80,,,,,,335,,,,,29480
2020/06/19,メタウォーター株式会社,,,70％銅線,,,,,,,,,,35,,,,,,290,,,,,11165
2020/06/19,メタウォーター株式会社,,,60％銅線,,,,,,,,,,155,,,,,,205,,,,,34952
2020/06/23,メタウォーター株式会社,,,ギロ材,,,,,,,,,,7600,,,,,,12,,,,,100320
2020/06/23,メタウォーター株式会社,,,雑品,,,,,,,,,,3250,,,,,,7,,,,,25025
2020/06/23,メタウォーター株式会社,,,ギロ材,,,,,,,,,,1420,,,,,,12,,,,,18744
2020/06/23,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,5800,,,,,,35,,,,,223300
2020/06/24,メタウォーター株式会社,,,ギロ材,,,,,,,,,,8160,,,,,,12,,,,,107712
2020/06/24,メタウォーター株式会社,,,ビス付サッシ,,,,,,,,,,400,,,,,,25,,,,,11000
2020/06/25,メタウォーター株式会社,,,ギロ材,,,,,,,,,,8470,,,,,,11,,,,,102487
2020/06/25,メタウォーター株式会社,,,被覆銅線Ａ,,,,,,,,,,230,,,,,,335,,,,,84755
2020/06/25,メタウォーター株式会社,,,被覆銅線Ｂ,,,,,,,,,,50,,,,,,290,,,,,15950
2020/06/25,メタウォーター株式会社,,,被覆銅線Ｂ,,,,,,,,,,255,,,,,,205,,,,,57502
2020/06/25,メタウォーター株式会社,,,雑線,,,,,,,,,,1855,,,,,,100,,,,,204050
2020/06/25,メタウォーター株式会社,,,被覆銅線Ａ,,,,,,,,,,130,,,,,,335,,,,,47905
2020/06/25,メタウォーター株式会社,,,被覆銅線Ｂ,,,,,,,,,,30,,,,,,290,,,,,9570
2020/06/25,メタウォーター株式会社,,,被覆銅線Ｂ,,,,,,,,,,205,,,,,,205,,,,,46227
2020/06/25,メタウォーター株式会社,,,雑線,,,,,,,,,,945,,,,,,100,,,,,103950
2020/06/26,メタウォーター株式会社,,,ギロ材,,,,,,,,,,6300,,,,,,11,,,,,76230
2020/06/26,メタウォーター株式会社,,,ガス切,,,,,,,,,,1480,,,,,,10,,,,,16280
2020/06/26,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,6780,,,,,,35,,,,,261030
2020/06/29,メタウォーター株式会社,,,ギロ材,,,,,,,,,,7890,,,,,,10,,,,,86790
2020/06/29,メタウォーター株式会社,,,ギロ材,,,,,,,,,,9310,,,,,,10,,,,,102410
2020/06/29,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,1630,,,,,,35,,,,,62755
2020/06/30,メタウォーター株式会社,,,ギロ材,,,,,,,,,,5460,,,,,,9,,,,,54054
2020/06/30,メタウォーター株式会社,,,ガス切,,,,,,,,,,3090,,,,,,8,,,,,27192
2020/06/30,メタウォーター株式会社,,,雑品,,,,,,,,,,2170,,,,,,7,,,,,16709
2020/06/30,メタウォーター株式会社,,,ギロ材,,,,,,,,,,3840,,,,,,9,,,,,38016
2020/06/30,メタウォーター株式会社,,,ガス切,,,,,,,,,,5760,,,,,,8,,,,,50688
2020/07/01,メタウォーター株式会社,,,ギロ材,,,,,,,,,,910,,,,,,9,,,,,9009
2020/07/01,メタウォーター株式会社,,,ガス切,,,,,,,,,,8160,,,,,,8,,,,,71808
2020/07/01,メタウォーター株式会社,,,ギロ材,,,,,,,,,,8790,,,,,,9,,,,,87021
2020/07/02,メタウォーター株式会社,,,ギロ材,,,,,,,,,,7650,,,,,,8,,,,,67320
2020/07/02,メタウォーター株式会社,,,ギロ材,,,,,,,,,,10170,,,,,,8,,,,,89496
2020/07/06,メタウォーター株式会社,,,ギロ材,,,,,,,,,,8250,,,,,,6.5,,,,,58987
2020/07/06,メタウォーター株式会社,,,ガス切,,,,,,,,,,2060,,,,,,5.5,,,,,12463
2020/07/06,メタウォーター株式会社,,,ギロ材,,,,,,,,,,5190,,,,,,6.5,,,,,37108
2020/07/06,メタウォーター株式会社,,,雑品,,,,,,,,,,4290,,,,,,7,,,,,33033
2020/07/07,メタウォーター株式会社,,,ギロ材,,,,,,,,,,7190,,,,,,6.5,,,,,51408
2020/07/07,メタウォーター株式会社,,,ガス切,,,,,,,,,,3080,,,,,,5.5,,,,,18634
2020/07/07,メタウォーター株式会社,,,ギロ材,,,,,,,,,,6070,,,,,,6.5,,,,,43400
2020/07/07,メタウォーター株式会社,,,雑品,,,,,,,,,,1510,,,,,,7,,,,,11627
2020/07/14,メタウォーター株式会社,,,ギロ材,,,,,,,,,,6130,,,,,,6.5,,,,,43829
2020/07/14,メタウォーター株式会社,,,ガス切,,,,,,,,,,1440,,,,,,5.5,,,,,8712
2020/07/14,メタウォーター株式会社,,,ギロ材,,,,,,,,,,10210,,,,,,6.5,,,,,73001
2020/07/16,メタウォーター株式会社,,,ギロ材,,,,,,,,,,6600,,,,,,6.5,,,,,47190
2020/07/16,メタウォーター株式会社,,,ギロ材,,,,,,,,,,8400,,,,,,6.5,,,,,60060
2020/07/17,メタウォーター株式会社,,,ギロ材,,,,,,,,,,3040,,,,,,7,,,,,23408
2020/07/17,メタウォーター株式会社,,,ガス切,,,,,,,,,,7080,,,,,,6,,,,,46728
2020/07/17,メタウォーター株式会社,,,ギロ材,,,,,,,,,,5610,,,,,,7,,,,,43197
2020/07/17,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,2400,,,,,,45,,,,,118800
2020/07/28,メタウォーター株式会社,,,ギロ材,,,,,,,,,,1430,,,,,,7.5,,,,,11797
2020/07/28,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,3400,,,,,,45,,,,,168300
2020/08/04,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,5820,,,,,,50,,,,,320100
2020/08/04,メタウォーター株式会社,,,ギロ材,,,,,,,,,,1770,,,,,,7.5,,,,,14602
2020/08/04,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,3110,,,,,,50,,,,,171050
2020/08/05,メタウォーター株式会社,,,ギロ材,,,,,,,,,,9250,,,,,,8,,,,,81400
2020/08/05,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,440,,,,,,55,,,,,26620
2020/08/05,メタウォーター株式会社,,,ギロ材,,,,,,,,,,5880,,,,,,8,,,,,51744
2020/08/05,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,1380,,,,,,50,,,,,75900
2020/08/07,メタウォーター株式会社,,,ギロ材,,,,,,,,,,3510,,,,,,8,,,,,30888
2020/08/21,メタウォーター株式会社,,,ギロ材,,,,,,,,,,3520,,,,,,10.5,,,,,40656
2020/08/21,メタウォーター株式会社,,,ガス切,,,,,,,,,,3520,,,,,,9.5,,,,,36784
2020/08/21,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,690,,,,,,50,,,,,37950
2020/08/21,メタウォーター株式会社,,,ギロ材,,,,,,,,,,6160,,,,,,10.5,,,,,71148
2020/08/21,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,1220,,,,,,50,,,,,67100
2020/08/26,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,7110,,,,,,50,,,,,391050
2020/08/26,メタウォーター株式会社,,,ギロ材,,,,,,,,,,2840,,,,,,11,,,,,34364
2020/08/26,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,3650,,,,,,50,,,,,200750
2020/08/27,メタウォーター株式会社,,,ギロ材,,,,,,,,,,4480,,,,,,11,,,,,54208
2020/08/27,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,1870,,,,,,50,,,,,102850
2020/08/27,メタウォーター株式会社,,,ガス切,,,,,,,,,,1800,,,,,,9,,,,,17820
2020/08/27,メタウォーター株式会社,,,ギロ材,,,,,,,,,,9450,,,,,,11,,,,,114345
2020/08/27,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,1440,,,,,,50,,,,,79200
2020/08/28,メタウォーター株式会社,,,ギロ材,,,,,,,,,,9600,,,,,,11,,,,,116160
2020/08/28,メタウォーター株式会社,,,ギロ材,,,,,,,,,,8130,,,,,,11,,,,,98373
2020/08/28,メタウォーター株式会社,,,ガス切,,,,,,,,,,2140,,,,,,9,,,,,21186
2020/08/31,メタウォーター株式会社,,,ギロ材,,,,,,,,,,9540,,,,,,11,,,,,115434
2020/09/01,メタウォーター株式会社,,,ギロ材,,,,,,,,,,9910,,,,,,11,,,,,119911
2020/09/01,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,1020,,,,,,50,,,,,56100
2020/09/02,メタウォーター株式会社,,,ギロ材,,,,,,,,,,10990,,,,,,11,,,,,132979
2020/09/04,メタウォーター株式会社,,,ギロ材,,,,,,,,,,9020,,,,,,11,,,,,109142
2020/09/07,メタウォーター株式会社,,,ギロ材,,,,,,,,,,7180,,,,,,11,,,,,86878
2020/09/07,メタウォーター株式会社,,,ギロ材,,,,,,,,,,10040,,,,,,11,,,,,121484
2020/09/07,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,50,,,,,,50,,,,,2750
2020/09/07,メタウォーター株式会社,,,ガス切,,,,,,,,,,1070,,,,,,9,,,,,10593
2020/09/09,メタウォーター株式会社,,,ギロ材,,,,,,,,,,3090,,,,,,11,,,,,37389
2020/09/09,メタウォーター株式会社,,,雑品,,,,,,,,,,920,,,,,,7,,,,,7084
2020/09/09,メタウォーター株式会社,,,ガス切,,,,,,,,,,6840,,,,,,9,,,,,67716
2020/09/09,メタウォーター株式会社,,,ガス切,,,,,,,,,,9590,,,,,,9,,,,,94941
2020/09/09,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,1140,,,,,,50,,,,,62700
2020/09/10,メタウォーター株式会社,,,ギロ材,,,,,,,,,,8750,,,,,,11,,,,,105875
2020/09/10,メタウォーター株式会社,,,雑線,,,,,,,,,,928,,,,,,80,,,,,81664
2020/09/10,メタウォーター株式会社,,,ガス切,,,,,,,,,,950,,,,,,9,,,,,9405
2020/09/10,メタウォーター株式会社,,,ガス切,,,,,,,,,,9490,,,,,,9,,,,,93951
2020/09/11,メタウォーター株式会社,,,ギロ材,,,,,,,,,,1850,,,,,,11,,,,,22385
2020/09/11,メタウォーター株式会社,,,ガス切,,,,,,,,,,7400,,,,,,9,,,,,73260
2020/09/11,メタウォーター株式会社,,,ギロ材,,,,,,,,,,2760,,,,,,11,,,,,33396
2020/09/11,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,1280,,,,,,50,,,,,70400
2020/09/11,メタウォーター株式会社,,,ガス切,,,,,,,,,,6100,,,,,,9,,,,,60390
2020/09/14,メタウォーター株式会社,,,ギロ材,,,,,,,,,,1620,,,,,,11,,,,,19602
2020/09/14,メタウォーター株式会社,,,18-8ステン解体,,,,,,,,,,1130,,,,,,50,,,,,62150
2020/09/14,メタウォーター株式会社,,,ガス切,,,,,,,,,,6460,,,,,,9,,,,,63954
2020/09/14,メタウォーター株式会社,,,ガス切,,,,,,,,,,8490,,,,,,9,,,,,84051
2020/09/15,メタウォーター株式会社,,,ギロ材,,,,,,,,,,3170,,,,,,11,,,,,38357
2020/09/15,メタウォーター株式会社,,,ガス切,,,,,,,,,,6320,,,,,,9,,,,,62568
2020/09/15,メタウォーター株式会社,,,雑品,,,,,,,,,,1050,,,,,,7,,,,,8085
2020/09/15,メタウォーター株式会社,,,ギロ材,,,,,,,,,,10060,,,,,,11,,,,,121726
2020/09/15,メタウォーター株式会社,,,ギロ材,,,,,,,,,,10120,,,,,,11,,,,,122452
2020/09/15,メタウォーター株式会社,,,ガス切,,,,,,,,,,9440,,,,,,9,,,,,93456
2020/09/16,メタウォーター株式会社,,,ギロ材,,,,,,,,,,10520,,,,,,11,,,,,127292
2020/12/17,メタウォーター株式会社,,,ギロ材,,,,,,,,,,2490,,,,,,21,,,,,57519
2020/12/17,メタウォーター株式会社,,,ガス切,,,,,,,,,,2490,,,,,,19,,,,,52041
2020/12/18,メタウォーター株式会社,,,ガス切,,,,,,,,,,4860,,,,,,19,,,,,101574
2020/12/18,メタウォーター株式会社,,,ギロ材,,,,,,,,,,890,,,,,,21,,,,,20559
2020/12/18,メタウォーター株式会社,,,ガス切,,,,,,,,,,3570,,,,,,19,,,,,74613
