日付,得意先,,,商品名,,,,,,,,,,数量,,,,,,単価,,,,,金額
2021/11/29,メタウォーター,,,ギロ材,,,,,,,,,,620,,,,,,40,,,,,27280
2021/06/01,メタウォーター,,,ギロ材,,,,,,,,,,430,,,,,,33,,,,,15609
2021/06/01,メタウォーター,,,18-8ステン解体,,,,,,,,,,100,,,,,,90,,,,,9900
2021/06/01,メタウォーター,,,雑品,,,,,,,,,,1640,,,,,,12,,,,,21648
2021/09/29,メタウォーター,,,ギロ材,,,,,,,,,,1840,,,,,,32,,,,,64768
2021/09/29,メタウォーター,,,18-8ステン解体,,,,,,,,,,760,,,,,,130,,,,,108680
2021/09/30,メタウォーター,,,ギロ材,,,,,,,,,,1500,,,,,,32,,,,,52800
2021/09/30,メタウォーター,,,18-8ステン解体,,,,,,,,,,980,,,,,,130,,,,,140140
2021/10/07,メタウォーター,,,ギロ材,,,,,,,,,,550,,,,,,36,,,,,21780
2021/10/07,メタウォーター,,,18-8ステン解体,,,,,,,,,,350,,,,,,130,,,,,50050
2021/10/07,メタウォーター,,,18-8ステン解体,,,,,,,,,,1050,,,,,,130,,,,,150150
2021/10/07,メタウォーター,,,18-8ステン解体,,,,,,,,,,1960,,,,,,130,,,,,280280
2021/10/08,メタウォーター,,,ギロ材,,,,,,,,,,580,,,,,,36,,,,,22968
2021/10/08,メタウォーター,,,18-8ステン解体,,,,,,,,,,1520,,,,,,130,,,,,217360
2021/10/13,メタウォーター,,,18-8ステン解体,,,,,,,,,,1810,,,,,,130,,,,,258830
2021/10/13,メタウォーター,,,18-8ステン解体,,,,,,,,,,1090,,,,,,130,,,,,155870
2021/10/13,メタウォーター,,,18-8ステン解体,,,,,,,,,,1390,,,,,,130,,,,,198770
2021/10/13,メタウォーター,,,18-8ステン解体,,,,,,,,,,1410,,,,,,130,,,,,201630
2021/10/19,メタウォーター,,,18-8ステン解体,,,,,,,,,,1860,,,,,,130,,,,,265980
2021/10/19,メタウォーター,,,18-8ステン解体,,,,,,,,,,1830,,,,,,130,,,,,261690
2021/10/19,メタウォーター,,,18-8ステン解体,,,,,,,,,,1720,,,,,,130,,,,,245960
2021/10/20,メタウォーター,,,ギロ材,,,,,,,,,,2230,,,,,,39,,,,,95667
2021/10/22,メタウォーター,,,18-8ステン解体,,,,,,,,,,2580,,,,,,130,,,,,368940
2021/10/22,メタウォーター,,,18-8ステン解体,,,,,,,,,,1650,,,,,,130,,,,,235950
2021/10/22,メタウォーター,,,18-8ステン解体,,,,,,,,,,1920,,,,,,130,,,,,274560
2021/10/25,メタウォーター,,,ギロ材,,,,,,,,,,1340,,,,,,39.5,,,,,58223
2021/10/29,メタウォーター,,,ギロ材,,,,,,,,,,2070,,,,,,41,,,,,93357
2021/11/10,メタウォーター,,,ギロ材,,,,,,,,,,1630,,,,,,40,,,,,71720
2021/11/10,メタウォーター,,,18-8ステン解体,,,,,,,,,,730,,,,,,120,,,,,96360
2021/11/18,メタウォーター,,,ギロ材,,,,,,,,,,890,,,,,,40,,,,,39160
2021/11/18,メタウォーター,,,ギロ材,,,,,,,,,,1280,,,,,,40,,,,,56320
2021/12/06,メタウォーター,,,ギロ材,,,,,,,,,,1980,,,,,,40,,,,,87120
2021/12/06,メタウォーター,,,18-8ステン解体,,,,,,,,,,260,,,,,,130,,,,,37180
2022/02/28,メタウォーター,,,ギロ材,,,,,,,,,,2090,,,,,,41.5,,,,,95409
2022/03/01,メタウォーター,,,ギロ材,,,,,,,,,,880,,,,,,41.5,,,,,40172
2022/03/01,メタウォーター,,,雑品,,,,,,,,,,380,,,,,,22,,,,,9196
2022/03/01,メタウォーター,,,18-8ステン解体,,,,,,,,,,140,,,,,,145,,,,,22330
2021/10/11,メタウォーター,,,ギロ材,,,,,,,,,,1290,,,,,,38,,,,,53922
2021/10/11,メタウォーター,,,ガス切,,,,,,,,,,1290,,,,,,36,,,,,51084
2021/10/25,メタウォーター,,,ギロ材,,,,,,,,,,1210,,,,,,39.5,,,,,52575
2021/10/25,メタウォーター,,,雑品,,,,,,,,,,120,,,,,,22,,,,,2904
2021/09/28,メタウォーター,,,ギロ材,,,,,,,,,,1170,,,,,,32,,,,,41184
2021/09/28,メタウォーター,,,機械アルミ,,,,,,,,,,110,,,,,,120,,,,,14520
2022/03/08,メタウォーター,,,18-8ステン解体,,,,,,,,,,530,,,,,,155,,,,,90365
2021/05/26,メタウォーター,,,ギロ材,,,,,,,,,,3790,,,,,,33,,,,,137577
2021/05/26,メタウォーター,,,ギロ材,,,,,,,,,,4100,,,,,,33,,,,,148830
2021/05/26,メタウォーター,,,18-8ステン解体,,,,,,,,,,200,,,,,,80,,,,,17600
2021/05/26,メタウォーター,,,ギロ材,,,,,,,,,,5850,,,,,,33,,,,,212355
2021/05/26,メタウォーター,,,解体アルミ,,,,,,,,,,35,,,,,,100,,,,,3850
2021/06/08,メタウォーター,,,ギロ材,,,,,,,,,,1040,,,,,,33,,,,,37752
2021/06/08,メタウォーター,,,18-8ステン解体,,,,,,,,,,2420,,,,,,90,,,,,239580
2021/06/08,メタウォーター,,,18-8ステン解体,,,,,,,,,,1430,,,,,,90,,,,,141570
2021/06/08,メタウォーター,,,18-8ステン解体,,,,,,,,,,3720,,,,,,90,,,,,368280
2021/06/08,メタウォーター,,,ギロ材,,,,,,,,,,3640,,,,,,33,,,,,132132
2021/06/15,メタウォーター,,,18-8ステン解体,,,,,,,,,,5540,,,,,,90,,,,,548460
2021/06/15,メタウォーター,,,ギロ材,,,,,,,,,,4240,,,,,,33,,,,,153912
2021/06/15,メタウォーター,,,18-8ステン解体,,,,,,,,,,1550,,,,,,90,,,,,153450
2021/06/15,メタウォーター,,,ギロ材,,,,,,,,,,3190,,,,,,33,,,,,115797
2021/07/12,メタウォーター,,,ギロ材,,,,,,,,,,4030,,,,,,34,,,,,150722
2021/07/12,メタウォーター,,,ガス切,,,,,,,,,,1710,,,,,,32,,,,,60192
2021/07/12,メタウォーター,,,雑品,,,,,,,,,,410,,,,,,12,,,,,5412
2021/07/12,メタウォーター,,,18-8ステン解体,,,,,,,,,,3710,,,,,,90,,,,,367290
2021/07/12,メタウォーター,,,ギロ材,,,,,,,,,,4020,,,,,,34,,,,,150348
2021/07/29,メタウォーター,,,18-8ステン解体,,,,,,,,,,5820,,,,,,105,,,,,672210
2021/07/29,メタウォーター,,,18-8ステン解体,,,,,,,,,,2820,,,,,,105,,,,,325710
2021/07/30,メタウォーター,,,18-8ステン解体,,,,,,,,,,2310,,,,,,105,,,,,266805
2021/07/30,メタウォーター,,,ギロ材,,,,,,,,,,3290,,,,,,34,,,,,123046
2021/07/30,メタウォーター,,,ガス切,,,,,,,,,,2340,,,,,,32,,,,,82368
2021/08/11,メタウォーター,,,18-8ステン解体,,,,,,,,,,4180,,,,,,110,,,,,505780
2022/01/18,メタウォーター,,,ギロ材,,,,,,,,,,4220,,,,,,37.5,,,,,174075
2022/03/29,メタウォーター,,,ギロ材,,,,,,,,,,6230,,,,,,48.5,,,,,332371
2022/03/29,メタウォーター,,,ギロ材,,,,,,,,,,2640,,,,,,48.5,,,,,140844
2021/06/24,メタウォーター,,,ギロ材,,,,,,,,,,6780,,,,,,34,,,,,253572
2021/06/24,メタウォーター,,,雑品,,,,,,,,,,2960,,,,,,12,,,,,39072
2021/06/30,メタウォーター,,,ギロ材,,,,,,,,,,5750,,,,,,34,,,,,215050
2021/06/30,メタウォーター,,,ガス切,,,,,,,,,,3820,,,,,,32,,,,,134464
2021/07/01,メタウォーター,,,ギロ材,,,,,,,,,,3310,,,,,,34,,,,,123794
2021/07/09,メタウォーター,,,18-8ステン解体,,,,,,,,,,1590,,,,,,90,,,,,157410
2021/11/17,メタウォーター,,,ギロ材,,,,,,,,,,4600,,,,,,40,,,,,202400
2021/11/17,メタウォーター,,,雑品,,,,,,,,,,1960,,,,,,22,,,,,47432
2021/11/17,メタウォーター,,,ギロ材,,,,,,,,,,5130,,,,,,40,,,,,225720
2021/11/25,メタウォーター,,,18-8ステン解体,,,,,,,,,,858,,,,,,130,,,,,122694
2022/01/06,メタウォーター,,,ギロ材,,,,,,,,,,2180,,,,,,38.5,,,,,92323
2022/01/06,メタウォーター,,,雑品,,,,,,,,,,240,,,,,,22,,,,,5808
2022/01/12,メタウォーター,,,ギロ材,,,,,,,,,,1020,,,,,,38.5,,,,,43197
2022/01/12,メタウォーター,,,雑品,,,,,,,,,,110,,,,,,22,,,,,2662
2022/02/28,メタウォーター,,,ギロ材,,,,,,,,,,3950,,,,,,41.5,,,,,180317
2022/03/01,メタウォーター,,,ギロ材,,,,,,,,,,4900,,,,,,41.5,,,,,223685
2022/03/07,メタウォーター,,,ギロ材,,,,,,,,,,2960,,,,,,41.5,,,,,135124
2022/03/09,メタウォーター,,,ギロ材,,,,,,,,,,2410,,,,,,41.5,,,,,110016
2022/03/09,メタウォーター,,,18-8ステン解体,,,,,,,,,,410,,,,,,155,,,,,69905
2021/04/09,メタウォーター,,,ギロ材,,,,,,,,,,140,,,,,,25,,,,,3850
2022/02/16,メタウォーター,,,ギロ材,,,,,,,,,,690,,,,,,41.5,,,,,31499
2022/02/16,メタウォーター,,,ギロ材,,,,,,,,,,2350,,,,,,41.5,,,,,107278
2022/02/16,メタウォーター,,,雑品,,,,,,,,,,1000,,,,,,22,,,,,24200
2022/02/22,メタウォーター,,,ギロ材,,,,,,,,,,3620,,,,,,41.5,,,,,165253
2022/03/01,メタウォーター,,,ギロ材,,,,,,,,,,1580,,,,,,41.5,,,,,72127
2022/03/01,メタウォーター,,,雑品,,,,,,,,,,1590,,,,,,22,,,,,38478
2022/03/02,メタウォーター,,,ギロ材,,,,,,,,,,1630,,,,,,41.5,,,,,74410
2022/03/02,メタウォーター,,,雑品,,,,,,,,,,1630,,,,,,22,,,,,39446
2022/02/03,メタウォーター,,,ギロ材,,,,,,,,,,1430,,,,,,37.5,,,,,58988
2022/02/03,メタウォーター,,,18-8ステン解体,,,,,,,,,,13,,,,,,145,,,,,2074
2022/02/03,メタウォーター,,,雑品,,,,,,,,,,707,,,,,,22,,,,,17109
2021/04/01,メタウォーター,,,ギロ材,,,,,,,,,,990,,,,,,25,,,,,27225
2021/04/01,メタウォーター,,,18-8ステン解体,,,,,,,,,,240,,,,,,65,,,,,17160
2021/04/06,メタウォーター,,,ガス切B,,,,,,,,,,3050,,,,,,14.5,,,,,48647
2021/04/07,メタウォーター,,,ギロ材,,,,,,,,,,1480,,,,,,25,,,,,40700
2021/04/07,メタウォーター,,,ガス切B,,,,,,,,,,2490,,,,,,12.9,,,,,35333
2021/04/13,メタウォーター,,,ギロ材,,,,,,,,,,1340,,,,,,26,,,,,38324
2021/05/13,メタウォーター,,,ギロ材,,,,,,,,,,1710,,,,,,31,,,,,58311
2021/06/02,メタウォーター,,,ギロ材,,,,,,,,,,1080,,,,,,33,,,,,39204
2021/06/02,メタウォーター,,,18-8ステン解体,,,,,,,,,,50,,,,,,90,,,,,4950
2021/06/07,メタウォーター,,,ガス切,,,,,,,,,,10600,,,,,,27,,,,,314820
2021/06/07,メタウォーター,,,ガス切,,,,,,,,,,9830,,,,,,27,,,,,291951
2022/02/15,メタウォーター,,,ギロ材,,,,,,,,,,1960,,,,,,41.5,,,,,89474
2022/02/21,メタウォーター,,,ギロ材,,,,,,,,,,740,,,,,,41.5,,,,,33781
2022/02/21,メタウォーター,,,雑品,,,,,,,,,,750,,,,,,22,,,,,18150
2022/03/04,メタウォーター,,,ギロ材,,,,,,,,,,320,,,,,,41.5,,,,,14608
2022/03/04,メタウォーター,,,18-8ステン解体,,,,,,,,,,1320,,,,,,155,,,,,225060
2022/03/09,メタウォーター,,,鉛くず,,,,,,,,,,85,,,,,,50,,,,,4675
2022/03/09,メタウォーター,,,18-8ステン解体,,,,,,,,,,580,,,,,,155,,,,,98890
2022/03/16,メタウォーター,,,ギロ材,,,,,,,,,,1850,,,,,,47,,,,,95645
2021/07/30,メタウォーター,,,ギロ材,,,,,,,,,,2400,,,,,,34,,,,,89760
2021/07/30,メタウォーター,,,18-8ステン解体,,,,,,,,,,170,,,,,,105,,,,,19635
2021/09/06,メタウォーター,,,ギロ材,,,,,,,,,,2310,,,,,,32.5,,,,,82582
2021/09/07,メタウォーター,,,ギロ材,,,,,,,,,,2790,,,,,,32.5,,,,,99742
2021/09/07,メタウォーター,,,ギロ材,,,,,,,,,,1790,,,,,,32.5,,,,,63992
2021/09/15,メタウォーター,,,ギロ材,,,,,,,,,,3540,,,,,,32,,,,,124608
2021/09/15,メタウォーター,,,ギロ材,,,,,,,,,,4910,,,,,,32,,,,,172832
2021/09/16,メタウォーター,,,ギロ材,,,,,,,,,,2210,,,,,,32,,,,,77792
2021/09/24,メタウォーター,,,18-8ステン解体,,,,,,,,,,1940,,,,,,130,,,,,277420
2021/09/24,メタウォーター,,,18-8ステン解体,,,,,,,,,,2210,,,,,,130,,,,,316030
2021/09/24,メタウォーター,,,18-8ステン解体,,,,,,,,,,2390,,,,,,130,,,,,341770
2021/09/28,メタウォーター,,,18-8ステン解体,,,,,,,,,,1940,,,,,,130,,,,,277420
2021/09/28,メタウォーター,,,18-8ステン解体,,,,,,,,,,1930,,,,,,130,,,,,275990
2021/09/28,メタウォーター,,,雑品,,,,,,,,,,110,,,,,,17,,,,,2057
2021/09/28,メタウォーター,,,18-8ステン解体,,,,,,,,,,1990,,,,,,130,,,,,284570
2021/09/29,メタウォーター,,,18-8ステン解体,,,,,,,,,,1920,,,,,,130,,,,,274560
2021/09/29,メタウォーター,,,18-8ステン解体,,,,,,,,,,2050,,,,,,130,,,,,293150
2021/09/30,メタウォーター,,,18-8ステン解体,,,,,,,,,,3270,,,,,,130,,,,,467610
2021/09/30,メタウォーター,,,18-8ステン解体,,,,,,,,,,3420,,,,,,130,,,,,489060
2021/10/05,メタウォーター,,,18-8ステン解体,,,,,,,,,,4300,,,,,,130,,,,,614900
2021/10/05,メタウォーター,,,18-8ステン解体,,,,,,,,,,3160,,,,,,130,,,,,451880
2021/10/12,メタウォーター,,,ギロ材,,,,,,,,,,1310,,,,,,38,,,,,54758
2021/10/12,メタウォーター,,,18-8ステン解体,,,,,,,,,,3160,,,,,,130,,,,,451880
2021/10/19,メタウォーター,,,雑品,,,,,,,,,,2130,,,,,,22,,,,,51546
2022/01/25,メタウォーター,,,ギロ材,,,,,,,,,,2250,,,,,,37.5,,,,,92812
2021/06/14,メタウォーター,,,ギロ材,,,,,,,,,,1620,,,,,,33,,,,,58806
2021/12/15,メタウォーター,,,ギロ材,,,,,,,,,,1720,,,,,,39.5,,,,,74734
2021/10/08,メタウォーター,,,ギロ材,,,,,,,,,,1470,,,,,,36,,,,,58212
2021/11/09,メタウォーター,,,雑線,,,,,,,,,,1750,,,,,,290,,,,,558250
2021/12/16,メタウォーター,,,雑線,,,,,,,,,,1900,,,,,,290,,,,,606100
2021/12/16,メタウォーター,,,雑品,,,,,,,,,,650,,,,,,22,,,,,15730
2021/12/23,メタウォーター,,,雑線,,,,,,,,,,960,,,,,,260,,,,,274560
2021/12/23,メタウォーター,,,雑品,,,,,,,,,,1280,,,,,,22,,,,,30976
2021/12/24,メタウォーター,,,雑品,,,,,,,,,,1170,,,,,,22,,,,,28314
2021/12/24,メタウォーター,,,雑線,,,,,,,,,,770,,,,,,260,,,,,220220
2021/12/24,メタウォーター,,,雑品,,,,,,,,,,1270,,,,,,22,,,,,30734
2021/12/27,メタウォーター,,,雑品,,,,,,,,,,3190,,,,,,22,,,,,77198
2022/01/19,メタウォーター,,,ギロ材,,,,,,,,,,2060,,,,,,37.5,,,,,84975
2022/01/19,メタウォーター,,,雑線,,,,,,,,,,2900,,,,,,310,,,,,988900
2022/01/24,メタウォーター,,,雑品,,,,,,,,,,6090,,,,,,22,,,,,147378
2022/01/26,メタウォーター,,,雑線,,,,,,,,,,1700,,,,,,310,,,,,579700
2022/01/26,メタウォーター,,,雑品,,,,,,,,,,520,,,,,,22,,,,,12584
2022/02/07,メタウォーター,,,雑品,,,,,,,,,,1580,,,,,,22,,,,,38236
2022/02/10,メタウォーター,,,雑線,,,,,,,,,,2485,,,,,,340,,,,,929390
2022/02/24,メタウォーター,,,ギロ材,,,,,,,,,,130,,,,,,41.5,,,,,5934
2022/02/24,メタウォーター,,,雑線,,,,,,,,,,470,,,,,,340,,,,,175780
2022/02/28,メタウォーター,,,ギロ材,,,,,,,,,,2120,,,,,,41.5,,,,,96778
2022/02/28,メタウォーター,,,雑品,,,,,,,,,,220,,,,,,22,,,,,5324
2021/04/07,メタウォーター,,,18-8ステン解体,,,,,,,,,,70,,,,,,65,,,,,5005
2021/04/07,メタウォーター,,,雑品,,,,,,,,,,3070,,,,,,12,,,,,40524
2021/07/05,メタウォーター,,,ギロ材,,,,,,,,,,750,,,,,,34,,,,,28050
2021/07/05,メタウォーター,,,雑品,,,,,,,,,,3000,,,,,,12,,,,,39600
2021/08/04,メタウォーター,,,ギロ材,,,,,,,,,,780,,,,,,34,,,,,29172
2021/08/04,メタウォーター,,,雑品,,,,,,,,,,3120,,,,,,12,,,,,41184
2022/02/01,メタウォーター,,,ギロ材,,,,,,,,,,1680,,,,,,37.5,,,,,69300
2021/08/02,メタウォーター,,,ギロ材,,,,,,,,,,4220,,,,,,34,,,,,157828
2021/08/11,メタウォーター,,,ギロ材,,,,,,,,,,960,,,,,,33.5,,,,,35376
2021/08/11,メタウォーター,,,18-8ステン解体,,,,,,,,,,1210,,,,,,110,,,,,146410
2021/08/16,メタウォーター,,,ギロ材,,,,,,,,,,4160,,,,,,33.5,,,,,153296
2021/08/16,メタウォーター,,,ギロ材,,,,,,,,,,1550,,,,,,33.5,,,,,57117
2021/08/16,メタウォーター,,,18-8ステン解体,,,,,,,,,,150,,,,,,110,,,,,18150
2021/08/23,メタウォーター,,,18-8ステン解体,,,,,,,,,,1600,,,,,,110,,,,,193600
2021/08/23,メタウォーター,,,ギロ材,,,,,,,,,,2130,,,,,,33.5,,,,,78490
2021/08/23,メタウォーター,,,雑品,,,,,,,,,,760,,,,,,12,,,,,10032
2021/08/23,メタウォーター,,,ギロ材,,,,,,,,,,2490,,,,,,33.5,,,,,91756
2021/08/23,メタウォーター,,,雑品,,,,,,,,,,270,,,,,,12,,,,,3564
2021/08/30,メタウォーター,,,ギロ材,,,,,,,,,,860,,,,,,33,,,,,31218
2021/08/30,メタウォーター,,,雑品,,,,,,,,,,1990,,,,,,12,,,,,26268
2021/08/30,メタウォーター,,,ギロ材,,,,,,,,,,2500,,,,,,33,,,,,90750
2021/08/30,メタウォーター,,,ギロ材,,,,,,,,,,2850,,,,,,33,,,,,103455
2021/09/08,メタウォーター,,,ギロ材,,,,,,,,,,3340,,,,,,32.5,,,,,119405
2021/09/08,メタウォーター,,,雑品,,,,,,,,,,1420,,,,,,17,,,,,26554
2021/11/17,メタウォーター,,,ギロ材,,,,,,,,,,7950,,,,,,40,,,,,349800
2021/11/17,メタウォーター,,,雑品,,,,,,,,,,880,,,,,,22,,,,,21296
2021/11/19,メタウォーター,,,ガス切,,,,,,,,,,7800,,,,,,38,,,,,326040
2021/11/19,メタウォーター,,,ギロ材,,,,,,,,,,3420,,,,,,40,,,,,150480
2021/11/19,メタウォーター,,,雑品,,,,,,,,,,850,,,,,,22,,,,,20570
2021/11/19,メタウォーター,,,ギロ材,,,,,,,,,,4540,,,,,,40,,,,,199760
2021/11/19,メタウォーター,,,合金アルミ,,,,,,,,,,120,,,,,,140,,,,,18480
2021/11/19,メタウォーター,,,雑品,,,,,,,,,,1240,,,,,,22,,,,,30008
2021/11/24,メタウォーター,,,ギロ材,,,,,,,,,,4020,,,,,,40,,,,,176880
2021/11/24,メタウォーター,,,ギロ材,,,,,,,,,,4890,,,,,,40,,,,,215160
2021/11/24,メタウォーター,,,ギロ材,,,,,,,,,,6270,,,,,,40,,,,,275880
2021/11/24,メタウォーター,,,ガス切,,,,,,,,,,3390,,,,,,38,,,,,141702
2021/11/24,メタウォーター,,,ギロ材,,,,,,,,,,8700,,,,,,40,,,,,382800
2021/11/25,メタウォーター,,,ガス霧,,,,,,,,,,4190,,,,,,38,,,,,175142
2021/11/25,メタウォーター,,,ガス切,,,,,,,,,,4220,,,,,,38,,,,,176396
2021/11/29,メタウォーター,,,18-8ステン解体,,,,,,,,,,2310,,,,,,130,,,,,330330
2021/11/29,メタウォーター,,,雑品,,,,,,,,,,1560,,,,,,22,,,,,37752
2021/11/29,メタウォーター,,,18-8ステン解体,,,,,,,,,,3330,,,,,,130,,,,,476190
2021/11/29,メタウォーター,,,ギロ材,,,,,,,,,,5900,,,,,,40,,,,,259600
2021/11/29,メタウォーター,,,雑品,,,,,,,,,,480,,,,,,22,,,,,11616
2021/11/29,メタウォーター,,,ガス切,,,,,,,,,,2010,,,,,,38,,,,,84018
2021/11/29,メタウォーター,,,ギロ材,,,,,,,,,,5540,,,,,,40,,,,,243760
2021/11/29,メタウォーター,,,雑品,,,,,,,,,,5530,,,,,,22,,,,,133826
2021/11/29,メタウォーター,,,ギロ材,,,,,,,,,,3670,,,,,,40,,,,,161480
2021/11/30,メタウォーター,,,ギロ材,,,,,,,,,,1570,,,,,,40,,,,,69080
2021/11/30,メタウォーター,,,雑線,,,,,,,,,,290,,,,,,300,,,,,95700
2021/12/10,メタウォーター,,,ギロ材,,,,,,,,,,1090,,,,,,39.5,,,,,47360
2022/01/06,メタウォーター,,,ギロ材,,,,,,,,,,4010,,,,,,38.5,,,,,169823
2022/01/13,メタウォーター,,,ギロ材,,,,,,,,,,2800,,,,,,38.5,,,,,118580
2021/04/15,メタウォーター,,,ギロ材,,,,,,,,,,1140,,,,,,27,,,,,33858
2021/11/22,メタウォーター,,,18-8ステン解体,,,,,,,,,,2990,,,,,,130,,,,,427570
2022/03/15,メタウォーター,,,18-8ステン解体,,,,,,,,,,3510,,,,,,170,,,,,656370
2022/02/04,メタウォーター,,,ギロ材,,,,,,,,,,2420,,,,,,37.5,,,,,99825
2022/02/04,メタウォーター,,,雑品,,,,,,,,,,2430,,,,,,22,,,,,58806
2022/02/08,メタウォーター,,,雑品,,,,,,,,,,940,,,,,,22,,,,,22748
2022/01/31,メタウォーター,,,雑品,,,,,,,,,,2350,,,,,,22,,,,,56870
2022/01/31,メタウォーター,,,雑品,,,,,,,,,,1630,,,,,,22,,,,,39446
2022/01/31,メタウォーター,,,雑品,,,,,,,,,,1420,,,,,,22,,,,,34364
2022/01/31,メタウォーター,,,雑品,,,,,,,,,,970,,,,,,22,,,,,23474
2022/01/31,メタウォーター,,,雑品,,,,,,,,,,1900,,,,,,22,,,,,45980
2021/04/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,17000,,,,,18700
2021/04/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,8500,,,,,9350
2021/04/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/05/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,17000,,,,,18700
2021/05/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/06/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,4250,,,,,4675
2021/06/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/07/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/08/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/09/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/10/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/11/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2021/12/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2022/01/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,8500,,,,,9350
2022/01/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,18000,,,,,19800
2022/01/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2022/02/28,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,17000,,,,,18700
2022/02/28,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,18000,,,,,19800
2022/02/28,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,26000,,,,,28600
2022/02/28,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,4250,,,,,4675
2022/03/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,4500,,,,,4950
2022/03/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,15600,,,,,17160
2022/03/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,18000,,,,,19800
2022/03/22,メタウォーター,,,運搬費,,,,,,,,,,1,,,,,,50000,,,,,55000
2022/03/22,メタウォーター,,,汚泥,,,,,,,,,,1930,,,,,,80,,,,,169840
2021/06/22,メタウォーター,,,水銀灯,,,,,,,,,,40,,,,,,500,,,,,22000
2021/06/22,メタウォーター,,,蛍光管,,,,,,,,,,320,,,,,,150,,,,,52800
2021/04/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,11509,,,,,12660
2021/05/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,13636,,,,,15000
2021/06/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,11636,,,,,12800
2021/07/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,11573,,,,,12730
2021/08/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,11636,,,,,12800
2021/09/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,11477,,,,,12625
2021/10/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,11636,,,,,12800
2021/11/30,メタウォーター,,,産業廃棄物,,,,,,,,,,1,,,,,,10840,,,,,11924
2021/11/30,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,13732,,,,,15105
2021/12/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,9477,,,,,10425
2022/01/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,11636,,,,,12800
2022/02/28,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,11636,,,,,12800
2022/03/31,メタウォーター,,,一般廃棄物,,,,,,,,,,1,,,,,,9445,,,,,10390
2021/04/02,メタウォーター,,,コンクリ－トがら,,,,,,,,,,8610,,,,,,1.8,,,,,17047
2021/04/21,メタウォーター,,,路盤材,,,,,,,,,,9000,,,,,,2.8,,,,,27720
2021/04/22,メタウォーター,,,コンクリ－トがら,,,,,,,,,,3750,,,,,,1.8,,,,,7425
2021/04/22,メタウォーター,,,コンクリ－トがら,,,,,,,,,,3470,,,,,,1.8,,,,,6870
2021/04/26,メタウォーター,,,コンクリ－トがら,,,,,,,,,,3650,,,,,,1.8,,,,,7227
2021/04/26,メタウォーター,,,コンクリ－トがら,,,,,,,,,,3780,,,,,,1.8,,,,,7484
2021/04/28,メタウォーター,,,コンクリ－トがら,,,,,,,,,,3690,,,,,,1.8,,,,,7306
2021/04/28,メタウォーター,,,コンクリ－トがら,,,,,,,,,,3630,,,,,,1.8,,,,,7187
2021/05/11,メタウォーター,,,コンクリ－トがら,,,,,,,,,,2050,,,,,,1.8,,,,,4059
2021/05/12,メタウォーター,,,コンクリ－トがら,,,,,,,,,,7100,,,,,,1.8,,,,,14058
2021/05/12,メタウォーター,,,コンクリ－トがら,,,,,,,,,,6740,,,,,,1.8,,,,,13345
