日付,,得意先,,,商品名,,,,,,,,数量,,単位,,単価,,金額
2022/01/21,,メタウォーター,,,混合廃棄物,,,,,,,,5 ,,m3,,10000,,55000
2022/01/12,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2022/01/18,,メタウォーター,,,混合廃棄物,,,,,,,,3 ,,m3,,10000,,33000
2022/01/13,,メタウォーター,,,混合廃棄物,,,,,,,,2 ,,m3,,10000,,16500
2022/01/12,,メタウォーター,,,混合廃棄物,,,,,,,,6 ,,m3,,10000,,66000
2021/12/17,,メタウォーター,,,混合廃棄物,,,,,,,,9 ,,m3,,10000,,99000
2022/01/13,,メタウォーター,,,木くず,,,,,,,,10 ,,m3,,6000,,66000
2022/01/13,,メタウォーター,,,混合廃棄物,,,,,,,,9 ,,m3,,10000,,99000
2022/01/19,,メタウォーター,,,混合廃棄物,,,,,,,,2 ,,m3,,10000,,22000
2022/01/17,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/12/01,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/12/17,,メタウォーター,,,木くず,,,,,,,,8 ,,m3,,6000,,52800
2021/12/21,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/12/23,,メタウォーター,,,ダンボ－ル,,,,,,,,8 ,,m3,,1000,,8800
2022/01/17,,メタウォーター,,,木くず,,,,,,,,8 ,,m3,,6000,,52800
2021/12/23,,メタウォーター,,,混合廃棄物,,,,,,,,2 ,,m3,,10000,,22000
2021/12/03,,メタウォーター,,,廃プラスチック類,,,,,,,,8 ,,m3,,10000,,88000
2021/12/03,,メタウォーター,,,廃プラスチック類,,,,,,,,8 ,,m3,,10000,,88000
2021/12/10,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/12/21,,メタウォーター,,,混合廃棄物（がれき類）,,,,,,,,2 ,,m3,,13000,,28600
2021/12/27,,メタウォーター,,,木くず,,,,,,,,8 ,,m3,,6000,,52800
2022/01/14,,メタウォーター,,,混合廃棄物,,,,,,,,8 ,,m3,,10000,,88000
2021/12/17,,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,0 ,,,,0,,0
2021/12/17,,メタウォーター,,,混合廃棄物,,,,,,,,1 ,,m3,,10000,,11000
2022/01/18,,メタウォーター,,,廃プラスチック類,,,,,,,,540 ,,kg,,60,,35640
2021/12/06,,メタウォーター,,,ギロ材,,,,,,,,1980 ,,kg,,47,,102366
2021/12/06,,メタウォーター,,,18-8ステン解体,,,,,,,,260 ,,kg,,155,,44330
2021/12/10,,メタウォーター,,,ギロ材,,,,,,,,1090 ,,kg,,46.5,,55753
2021/12/15,,メタウォーター,,,ギロ材,,,,,,,,1720 ,,kg,,46.5,,87978
2021/12/16,,メタウォーター,,,ギロ材,,,,,,,,2830 ,,kg,,46,,143198
2021/12/16,,メタウォーター,,,ギロ材,,,,,,,,590 ,,kg,,46,,29854
2021/12/16,,メタウォーター,,,雑線,,,,,,,,1900 ,,kg,,330,,689700
2021/12/16,,メタウォーター,,,雑品,,,,,,,,650 ,,kg,,25,,17875
2021/12/23,,メタウォーター,,,雑線,,,,,,,,960 ,,kg,,300,,316800
2021/12/23,,メタウォーター,,,雑品,,,,,,,,1280 ,,kg,,25,,35200
2021/12/24,,メタウォーター,,,雑品,,,,,,,,1170 ,,kg,,25,,32175
2021/12/24,,メタウォーター,,,雑線,,,,,,,,770 ,,kg,,300,,254100
2021/12/24,,メタウォーター,,,雑品,,,,,,,,1270 ,,kg,,25,,34925
2021/12/27,,メタウォーター,,,雑品,,,,,,,,3190 ,,kg,,25,,87725
2022/01/06,,メタウォーター,,,ギロ材,,,,,,,,2180 ,,kg,,45.5,,109109
2022/01/06,,メタウォーター,,,雑品,,,,,,,,240 ,,kg,,25,,6600
2022/01/06,,メタウォーター,,,ギロ材,,,,,,,,4010 ,,kg,,45.5,,200700
2022/01/12,,メタウォーター,,,ギロ材,,,,,,,,2860 ,,kg,,45.5,,143143
2022/01/12,,メタウォーター,,,ギロ材,,,,,,,,1020 ,,kg,,45.5,,51051
2022/01/12,,メタウォーター,,,雑品,,,,,,,,110 ,,kg,,25,,3025
2022/01/13,,メタウォーター,,,ギロ材,,,,,,,,2800 ,,kg,,44.5,,137060
2022/01/18,,メタウォーター,,,ギロ材,,,,,,,,4220 ,,kg,,44.5,,206569
2022/01/19,,メタウォーター,,,ギロ材,,,,,,,,2060 ,,kg,,44.5,,100837
2022/01/19,,メタウォーター,,,雑線,,,,,,,,2900 ,,kg,,350,,1116500
2022/01/20,,メタウォーター,,,ギロ材,,,,,,,,2040 ,,kg,,44.5,,99858
2022/01/24,,メタウォーター,,,雑品,,,,,,,,6090 ,,kg,,25,,167475
2022/01/25,,メタウォーター,,,ギロ材,,,,,,,,2250 ,,kg,,44.5,,110137
2022/01/26,,メタウォーター,,,雑線,,,,,,,,1700 ,,kg,,350,,654500
2022/01/26,,メタウォーター,,,雑品,,,,,,,,520 ,,kg,,25,,14300
2022/01/28,,メタウォーター,,,ギロ材,,,,,,,,1570 ,,kg,,44.5,,76851
2022/01/28,,メタウォーター,,,鉄粉,,,,,,,,1860 ,,kg,,0,,0
2022/01/28,,メタウォーター,,,ギロ材,,,,,,,,1650 ,,kg,,44.5,,80767
2022/01/31,,メタウォーター,,,雑品,,,,,,,,2350 ,,kg,,25,,64625
2022/01/31,,メタウォーター,,,雑品,,,,,,,,1630 ,,kg,,25,,44825
2022/01/31,,メタウォーター,,,雑品,,,,,,,,1420 ,,kg,,25,,39050
2022/01/31,,メタウォーター,,,雑品,,,,,,,,970 ,,kg,,25,,26675
2022/01/31,,メタウォーター,,,雑品,,,,,,,,1900 ,,kg,,25,,52250
2022/01/12,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,25000,,27500
2022/01/26,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,30000,,33000
2022/01/26,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,26000,,28600
2022/01/26,,メタウォーター,,,コンクリ－トがら,,,,,,,,190 ,,kg,,3.5,,731
2021/12/06,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,12000,,13200
2021/12/06,,メタウォーター,,,シート買取費,,,,,,,,1 ,,枚,,5000,,5500
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,20000,,22000
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,20000,,22000
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/12/21,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/31,,メタウォーター,,,スクラップ四輪車リース費,,,,,,,,2 ,,台,,9000,,19800
2022/01/14,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/14,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/17,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/20,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,25000,,27500
2022/01/28,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/31,,メタウォーター,,,スクラップ四輪車リース費,,,,,,,,2 ,,台,,9000,,19800
2021/12/16,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,50000,,55000
2021/12/16,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,50000,,55000
2021/12/16,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ　ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,55000,,60500
2021/12/31,,メタウォーター,,,基本料,,,,,,,,0 ,,,,0,,0
2021/12/31,,メタウォーター,,,メッシュパレットリース料（12/1～,,,,,,,,1 ,,台,,4500,,4950
2021/12/31,,メタウォーター,,,メッシュパレットリース料（12/1～,,,,,,,,1 ,,式,,4800,,5280
2022/01/31,,メタウォーター,,,メッシュパレットリース料,,,,,,,,1 ,,台,,4500,,4950
2021/12/01,,メタウォーター,,,コンテナ設置費（スクラップ箱1台設置,,,,,,,,1 ,,台,,33000,,36300
2021/12/01,,メタウォーター,,,フレコン,,,,,,,,5 ,,枚,,2000,,11000
2021/12/01,,メタウォーター,,,シート買取費,,,,,,,,1 ,,枚,,5000,,5500
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,10000,,11000
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/28,,メタウォーター,,,運搬費（3ｔｃ）,,,,,,,,1 ,,台,,60000,,66000
2022/01/28,,メタウォーター,,,石綿含有産業廃棄物,,,,,,,,1 ,,m3,,30000,,33000
2022/01/28,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,40000,,44000
2022/01/28,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,40000,,44000
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,10000,,11000
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/12/01,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/06,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,21000,,23100
2021/12/07,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/07,,メタウォーター,,,二次製品,,,,,,,,2390 ,,kg,,15,,39435
2021/12/09,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/24,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,29450,,32395
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/17,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,20000,,22000
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/12/14,,メタウォーター,,,メッシュパレット（6台）設置費,,,,,,,,1 ,,台,,15000,,16500
2021/12/14,,メタウォーター,,,シート買取費,,,,,,,,1 ,,枚,,5000,,5500
2021/12/17,,メタウォーター,,,フレコン,,,,,,,,10 ,,枚,,2000,,22000
2021/12/31,,メタウォーター,,,メッシュパレットリース料（12/14～,,,,,,,,1 ,,式,,16200,,17820
2022/01/31,,メタウォーター,,,メッシュパレットリース料,,,,,,,,6 ,,台,,4500,,29700
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,8500,,9350
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/13,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,15000,,16500
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,18000,,19800
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/12/01,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,12000,,13200
2021/12/15,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/31,,メタウォーター,,,スクラップ四輪車リース費,,,,,,,,2 ,,台,,9000,,19800
2022/01/11,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/11,,メタウォーター,,,耐火レンガ,,,,,,,,2240 ,,kg,,15,,36960
2022/01/19,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/19,,メタウォーター,,,耐火レンガ,,,,,,,,2570 ,,kg,,15,,42405
2022/01/21,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/21,,メタウォーター,,,運搬費（ﾕﾆｯｸ作業）,,,,,,,,1 ,,台,,30000,,33000
2022/01/28,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/28,,メタウォーター,,,耐火レンガ,,,,,,,,1870 ,,kg,,15,,30855
2022/01/31,,メタウォーター,,,スクラップ四輪車リース費,,,,,,,,2 ,,台,,9000,,19800
2021/12/06,,メタウォーター,,,コンテナ設置費,,,,,,,,2 ,,台,,25000,,55000
2021/12/08,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,42000,,46200
2021/12/24,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,42000,,46200
2022/01/11,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,28000,,30800
2021/12/09,,メタウォーター,,,運搬費（3ｔｃ）,,,,,,,,1 ,,台,,20000,,22000
2021/12/20,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,65000,,71500
2021/12/20,,メタウォーター,,,石綿含有産業廃棄物,,,,,,,,3 ,,m3,,30000,,99000
2021/12/24,,メタウォーター,,,運搬費（3ｔｃ）,,,,,,,,1 ,,台,,20000,,22000
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,21200,,23320
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/11,,メタウォーター,,,運搬費（3ｔｃ）,,,,,,,,1 ,,台,,20000,,22000
2022/01/18,,メタウォーター,,,運搬費(ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,25000,,27500
2022/01/21,,メタウォーター,,,運搬費（3ｔｃ）,,,,,,,,1 ,,台,,20000,,22000
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,17800,,19580
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/12/20,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,12000,,13200
2022/01/06,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,21000,,23100
2022/01/12,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/12,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,25000,,27500
2022/01/27,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/27,,メタウォーター,,,コンクリ－トがら,,,,,,,,1580 ,,kg,,3.5,,6083
2022/01/18,,メタウォーター,,,運搬費（3ｔｃ）,,,,,,,,1 ,,台,,30000,,33000
2022/01/26,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,12000,,13200
2022/01/26,,メタウォーター,,,シート買取費,,,,,,,,1 ,,枚,,5000,,5500
2022/01/13,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,30000,,33000
2022/01/12,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/21,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,30000,,33000
2022/01/21,,メタウォーター,,,廃油,,,,,,,,60 ,,L,,200,,13200
2021/12/17,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,24200,,26620
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/13,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/13,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ常用）,,,,,,,,1 ,,台,,55000,,60500
2022/01/13,,メタウォーター,,,汚泥,,,,,,,,1370 ,,kg,,40,,60280
2022/01/14,,メタウォーター,,,シート買取費,,,,,,,,1 ,,枚,,5000,,5500
2022/01/19,,メタウォーター,,,運搬費（3ｔｃ）,,,,,,,,1 ,,台,,20000,,22000
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,15000,,16500
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,9477,,10425
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,11636,,12800
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/12/06,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,12000,,13200
2021/12/06,,メタウォーター,,,シート買取費,,,,,,,,1 ,,枚,,5000,,5500
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,14950,,16445
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/17,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/28,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,12000,,13200
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,24760,,27236
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,20000,,22000
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/14,,メタウォーター,,,し尿処理作業,,,,,,,,1 ,,式,,35500,,35500
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,20000,,22000
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/14,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,17000,,18700
2022/01/14,,メタウォーター,,,シートリース費,,,,,,,,1 ,,枚,,5000,,5500
2022/01/19,,メタウォーター,,,ドラム缶（6缶）設置費,,,,,,,,1 ,,台,,17000,,18700
2022/01/26,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,17000,,18700
2022/01/27,,メタウォーター,,,運搬費（ユニック積込作業）,,,,,,,,1 ,,台,,35000,,38500
2022/01/27,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,26000,,28600
2022/01/27,,メタウォーター,,,コンクリ－トがら,,,,,,,,1800 ,,kg,,3.7,,7326
2022/01/27,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,26000,,28600
2022/01/27,,メタウォーター,,,コンクリ－トがら,,,,,,,,3100 ,,kg,,3.7,,12617
2022/01/06,,メタウォーター,,,コンテナ設置費,,,,,,,,2 ,,台,,12000,,26400
2022/01/20,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/20,,メタウォーター,,,コンクリ－トがら,,,,,,,,1590 ,,kg,,3.5,,6121
2022/01/20,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/20,,メタウォーター,,,コンクリ－トがら,,,,,,,,2180 ,,kg,,3.5,,8393
2022/01/21,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,2380 ,,kg,,3.5,,9163
2022/01/25,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/25,,メタウォーター,,,コンクリ－トがら,,,,,,,,2110 ,,kg,,3.5,,8123
2022/01/25,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/25,,メタウォーター,,,コンクリ－トがら,,,,,,,,2330 ,,kg,,3.5,,8970
2022/01/26,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/26,,メタウォーター,,,コンクリ－トがら,,,,,,,,1840 ,,kg,,3.5,,7084
2022/01/26,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/26,,メタウォーター,,,コンクリ－トがら,,,,,,,,1850 ,,kg,,3.5,,7122
2021/12/01,,メタウォーター,,,運搬費（2か所下ろし）,,,,,,,,1 ,,台,,26000,,28600
2021/12/01,,メタウォーター,,,廃油,,,,,,,,35 ,,L,,200,,7700
2021/12/10,,メタウォーター,,,コンテナ設置費,,,,,,,,1 ,,台,,12000,,13200
2021/12/17,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/21,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/23,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,15000,,16500
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/17,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2022/01/25,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,21000,,23100
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,15000,,16500
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,18650,,20515
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,15000,,16500
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2021/12/15,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,21000,,23100
2021/12/16,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ　4ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,30000,,33000
2021/12/23,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ　4ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,30000,,33000
2021/12/24,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,21000,,23100
2021/12/24,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ　4ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,30000,,33000
2021/12/27,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,25000,,27500
2022/01/19,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,21000,,23100
2022/01/19,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ　ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,30000,,33000
2022/01/24,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,25000,,27500
2022/01/26,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ　ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,30000,,33000
2021/12/23,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ）,,,,,,,,1 ,,台,,30000,,33000
2021/12/31,,メタウォーター,,,メッシュパレットリース料,,,,,,,,6 ,,台,,4500,,29700
2021/12/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,6520,,7172
2021/12/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/31,,メタウォーター,,,一般廃棄物,,,,,,,,1 ,,式,,7720,,8492
2022/01/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1 ,,式,,1500,,1650
2022/01/31,,メタウォーター,,,メッシュパレットリース料,,,,,,,,6 ,,台,,4500,,29700
2021/12/03,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/03,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/03,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/03,,メタウォーター,,,コンクリ－トがら,,,,,,,,2800 ,,kg,,3.5,,10780
2021/12/03,,メタウォーター,,,10ｔバキューム（オペ付き）,,,,,,,,1 ,,台,,140000,,154000
2021/12/03,,メタウォーター,,,手元作業員,,,,,,,,1 ,,人,,25000,,27500
2021/12/03,,メタウォーター,,,諸経費,,,,,,,,1 ,,式,,10000,,11000
2021/12/10,,メタウォーター,,,運搬費,,,,,,,,1 ,,台,,21000,,23100
2021/12/10,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1 ,,台,,25000,,27500
2021/12/15,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,55000,,60500
2021/12/15,,メタウォーター,,,コンクリ－トがら,,,,,,,,8200 ,,kg,,3.5,,31570
2021/12/15,,メタウォーター,,,コンクリ－トがら,,,,,,,,8100 ,,kg,,3.5,,31185
2021/12/15,,メタウォーター,,,コンクリ－トがら,,,,,,,,8600 ,,kg,,3.5,,33110
2021/12/15,,メタウォーター,,,コンクリ－トがら,,,,,,,,8500 ,,kg,,3.5,,32725
2021/12/15,,メタウォーター,,,コンクリ－トがら,,,,,,,,8000 ,,kg,,3.5,,30800
2021/12/15,,メタウォーター,,,コンクリ－トがら,,,,,,,,9200 ,,kg,,3.5,,35420
2021/12/20,,メタウォーター,,,運搬費（ﾊﾞｷｭｰﾑ車）,,,,,,,,2 ,,台,,90000,,198000
2021/12/20,,メタウォーター,,,運搬費,,,,,,,,0 ,,,,0,,0
2021/12/20,,メタウォーター,,,汚泥,,,,,,,,2440 ,,kg,,40,,107360
2021/12/20,,メタウォーター,,,汚泥,,,,,,,,2070 ,,kg,,40,,91080
2021/12/21,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,45000,,49500
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,3540 ,,kg,,3.5,,13629
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,3180 ,,kg,,3.5,,12243
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,3210 ,,kg,,3.5,,12358
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,3230 ,,kg,,3.5,,12435
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,3160 ,,kg,,3.5,,12166
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,1040 ,,kg,,3.5,,4004
2021/12/21,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1 ,,台,,55000,,60500
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,6790 ,,kg,,3.5,,26141
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,8260 ,,kg,,3.5,,31801
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,8500 ,,kg,,3.5,,32725
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,8080 ,,kg,,3.5,,31108
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,8720 ,,kg,,3.5,,33572
2021/12/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,8170 ,,kg,,3.5,,31454
2021/12/21,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1 ,,台,,45000,,49500
