日付,,得意先,,,商品名,,,,,,,,数量,,単位,,単価,,金額
2020/07/09,,メタウォーター,,,ＡＬＣ（処理困難物）,,,,,,,,3,,m3,,30000,,99000
2020/07/09,,メタウォーター,,,ＡＬＣ　（処理困難物）,,,,,,,,3,,m3,,30000,,99000
2020/07/09,,メタウォーター,,,ＡＬＣ（処理困難物）,,,,,,,,4,,m3,,30000,,132000
2020/07/15,,メタウォーター,,,軽量物系　Ｂ（グラスウール）,,,,,,,,8,,m3,,18000,,158400
2020/07/15,,メタウォーター,,,混合廃棄物,,,,,,,,4,,m3,,10000,,44000
2020/07/20,,メタウォーター,,,ＡＬＣ（処理困難物）,,,,,,,,5,,m3,,30000,,165000
2020/07/21,,メタウォーター,,,ＡＬＣ　（処理困難物）,,,,,,,,8,,m3,,30000,,264000
2020/07/21,,メタウォーター,,,ＡＬＣ（処理困難物）,,,,,,,,3,,m3,,30000,,99000
2020/07/21,,メタウォーター,,,ＡＬＣ,,,,,,,,5,,m3,,18000,,99000
2020/07/28,,メタウォーター,,,混合廃棄物　（残渣）,,,,,,,,2,,m3,,25000,,55000
2020/07/29,,メタウォーター,,,混合廃棄物（残渣）,,,,,,,,3,,m3,,25000,,82500
2020/06/02,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/06/08,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,12,,m3,,18000,,237600
2020/06/08,,メタウォーター,,,軽量物系　Ｂ（ＦＲＰ）,,,,,,,,10,,m3,,18000,,198000
2020/06/11,,メタウォーター,,,散気板,,,,,,,,3050,,kg,,15,,50325
2020/07/08,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,12000,,105600
2020/07/09,,メタウォーター,,,混合廃棄物,,,,,,,,1,,m3,,12000,,13200
2020/07/28,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/06/30,,メタウォーター,,,混合廃棄物,,,,,,,,1,,m3,,10000,,11000
2020/06/09,,メタウォーター,,,混合廃棄物（フライト）,,,,,,,,3,,m3,,35000,,115500
2020/06/25,,メタウォーター,,,散気板,,,,,,,,5560,,kg,,15,,91740
2020/06/25,,メタウォーター,,,混合廃棄物,,,,,,,,4.5,,m3,,10000,,49500
2020/06/25,,メタウォーター,,,散気板,,,,,,,,5920,,kg,,15,,97680
2020/07/02,,メタウォーター,,,混合廃棄物,,,,,,,,3,,m3,,10000,,33000
2020/07/02,,メタウォーター,,,木くず,,,,,,,,4,,m3,,6000,,26400
2020/07/02,,メタウォーター,,,混合廃棄物,,,,,,,,0.5,,m3,,10000,,5500
2020/07/13,,メタウォーター,,,混合廃棄物（フライト）,,,,,,,,4,,m3,,35000,,154000
2020/07/16,,メタウォーター,,,混合廃棄物,,,,,,,,2,,m3,,10000,,22000
2020/07/02,,メタウォーター,,,混合廃棄物（ろ材）,,,,,,,,8,,m3,,15000,,132000
2020/07/02,,メタウォーター,,,混合廃棄物（ろ材）,,,,,,,,7,,m3,,15000,,115500
2020/07/08,,メタウォーター,,,混合廃棄物,,,,,,,,5,,m3,,10000,,55000
2020/06/17,,メタウォーター,,,混合廃棄物,,,,,,,,190,,kg,,55,,11495
2020/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,30,,kg,,55,,1815
2020/06/29,,メタウォーター,,,タイヤ（ホイル無）,,,,,,,,2,,本,,2500,,5500
2020/06/29,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/07/16,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/07/22,,メタウォーター,,,混合廃棄物,,,,,,,,9,,m3,,10000,,99000
2020/07/28,,メタウォーター,,,紙くず,,,,,,,,300,,kg,,0,,0
2020/07/29,,メタウォーター,,,混合廃棄物,,,,,,,,7,,m3,,10000,,77000
2020/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,3,,m3,,10000,,33000
2020/06/09,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/06/19,,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,0,,,,0,,0
2020/07/08,,メタウォーター,,,木くず,,,,,,,,5,,m3,,6000,,33000
2020/07/15,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,7,,m3,,10000,,77000
2020/06/04,,メタウォーター,,,混合廃棄物,,,,,,,,4,,m3,,10000,,44000
2020/07/21,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/06/05,,メタウォーター,,,混合廃棄物,,,,,,,,8.5,,m3,,10000,,93500
2020/06/05,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/06/22,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/06/22,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/07/14,,メタウォーター,,,木くず,,,,,,,,12,,m3,,6000,,79200
2020/07/15,,メタウォーター,,,木くず,,,,,,,,12,,m3,,6000,,79200
2020/07/15,,メタウォーター,,,木くず,,,,,,,,16,,m3,,6000,,105600
2020/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/07/31,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/07/20,,メタウォーター,,,散気板,,,,,,,,1770,,kg,,15,,29205
2020/07/20,,メタウォーター,,,散気板,,,,,,,,1810,,kg,,15,,29865
2020/07/02,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/06/30,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/06/15,,メタウォーター,,,混合廃棄物,,,,,,,,1,,m3,,10000,,11000
2020/06/15,,メタウォーター,,,拘束費,,,,,,,,1,,式,,5000,,5500
2020/07/16,,メタウォーター,,,ＧＣ　軽鉄・スチ－ル類,,,,,,,,0,,,,0,,0
2020/07/30,,メタウォーター,,,混合廃棄物,,,,,,,,8,,m3,,10000,,88000
2020/06/01,,メタウォーター,,,雑線,,,,,,,,2150,,kg,,100,,236500
2020/06/02,,メタウォーター,,,ギロ材,,,,,,,,2510,,kg,,14.5,,40034
2020/06/03,,メタウォーター,,,18-8ステン解体,,,,,,,,3650,,kg,,55,,220825
2020/06/05,,メタウォーター,,,ガス切,,,,,,,,3950,,kg,,10.5,,45622
2020/06/05,,メタウォーター,,,ギロ材,,,,,,,,1780,,kg,,15.5,,30349
2020/06/05,,メタウォーター,,,ガス切,,,,,,,,2470,,kg,,10.5,,28528
2020/06/05,,メタウォーター,,,ギロ材,,,,,,,,3460,,kg,,15.5,,58993
2020/06/09,,メタウォーター,,,18-8ステン解体,,,,,,,,2690,,kg,,55,,162745
2020/06/09,,メタウォーター,,,雑線,,,,,,,,2420,,kg,,100,,266200
2020/06/11,,メタウォーター,,,18-8ステン解体,,,,,,,,3790,,kg,,55,,229295
2020/06/12,,メタウォーター,,,18-8ステン解体,,,,,,,,3990,,kg,,55,,241395
2020/06/12,,メタウォーター,,,18-8ステン解体,,,,,,,,3040,,kg,,55,,183920
2020/06/15,,メタウォーター,,,雑品,,,,,,,,1330,,kg,,10,,14630
2020/06/15,,メタウォーター,,,ギロ材,,,,,,,,1050,,kg,,19,,21945
2020/06/15,,メタウォーター,,,ビス付サッシ,,,,,,,,100,,kg,,45,,4950
2020/06/15,,メタウォーター,,,18-8ステン解体,,,,,,,,320,,kg,,55,,19360
2020/06/15,,メタウォーター,,,18-8ステン解体,,,,,,,,2160,,kg,,55,,130680
2020/06/15,,メタウォーター,,,ギロ材,,,,,,,,190,,kg,,19,,3971
2020/06/15,,メタウォーター,,,18-8ステン解体,,,,,,,,7490,,kg,,55,,453145
2020/06/16,,メタウォーター,,,ギロ材,,,,,,,,2460,,kg,,19,,51414
2020/06/16,,メタウォーター,,,解体アルミ,,,,,,,,240,,kg,,45,,11880
2020/06/16,,メタウォーター,,,80％銅線,,,,,,,,320,,kg,,355,,124960
2020/06/16,,メタウォーター,,,70％銅線,,,,,,,,195,,kg,,305,,65422
2020/06/16,,メタウォーター,,,60％銅線,,,,,,,,850,,kg,,245,,229075
2020/06/16,,メタウォーター,,,雑線,,,,,,,,4365,,kg,,120,,576180
2020/06/17,,メタウォーター,,,ギロ材,,,,,,,,5320,,kg,,19,,111188
2020/06/17,,メタウォーター,,,18-8ステン解体,,,,,,,,2740,,kg,,55,,165770
2020/06/18,,メタウォーター,,,ギロ材,,,,,,,,1330,,kg,,19,,27797
2020/06/18,,メタウォーター,,,ギロ材,,,,,,,,5690,,kg,,19,,118921
2020/06/18,,メタウォーター,,,雑品,,,,,,,,1890,,kg,,10,,20790
2020/06/18,,メタウォーター,,,ガス切,,,,,,,,1890,,kg,,14,,29106
2020/06/19,,メタウォーター,,,雑線,,,,,,,,1590,,kg,,120,,209880
2020/06/19,,メタウォーター,,,80％銅線,,,,,,,,110,,kg,,355,,42955
2020/06/19,,メタウォーター,,,70％銅線,,,,,,,,45,,kg,,305,,15097
2020/06/19,,メタウォーター,,,60％銅線,,,,,,,,205,,kg,,245,,55247
2020/06/19,,メタウォーター,,,雑線,,,,,,,,1420,,kg,,120,,187440
2020/06/19,,メタウォーター,,,80％銅線,,,,,,,,100,,kg,,355,,39050
2020/06/19,,メタウォーター,,,70％銅線,,,,,,,,30,,kg,,305,,10065
2020/06/19,,メタウォーター,,,60％銅線60％銅線,,,,,,,,130,,kg,,245,,35035
2020/06/19,,メタウォーター,,,雑線,,,,,,,,1900,,kg,,120,,250800
2020/06/19,,メタウォーター,,,80％銅線,,,,,,,,80,,kg,,355,,31240
2020/06/19,,メタウォーター,,,70％銅線,,,,,,,,35,,kg,,305,,11742
2020/06/19,,メタウォーター,,,60％銅線,,,,,,,,155,,kg,,245,,41772
2020/06/19,,メタウォーター,,,雑品,,,,,,,,4180,,kg,,10,,45980
2020/06/22,,メタウォーター,,,ギロ材,,,,,,,,4270,,kg,,19,,89243
2020/06/23,,メタウォーター,,,ギロ材,,,,,,,,7600,,kg,,19,,158840
2020/06/23,,メタウォーター,,,雑品,,,,,,,,3250,,kg,,10,,35750
2020/06/23,,メタウォーター,,,ギロ材,,,,,,,,1420,,kg,,19,,29678
2020/06/23,,メタウォーター,,,18-8ステン解体,,,,,,,,5800,,kg,,55,,350900
2020/06/24,,メタウォーター,,,ギロ材,,,,,,,,8160,,kg,,19,,170544
2020/06/24,,メタウォーター,,,ビス付サッシ,,,,,,,,400,,kg,,45,,19800
2020/06/25,,メタウォーター,,,ギロ材,,,,,,,,8470,,kg,,18,,167706
2020/06/25,,メタウォーター,,,被覆銅線Ａ,,,,,,,,230,,kg,,355,,89815
2020/06/25,,メタウォーター,,,被覆銅線Ｂ,,,,,,,,50,,kg,,305,,16775
2020/06/25,,メタウォーター,,,被覆銅線Ｂ,,,,,,,,255,,kg,,245,,68722
2020/06/25,,メタウォーター,,,雑線,,,,,,,,1855,,kg,,120,,244860
2020/06/25,,メタウォーター,,,被覆銅線Ａ,,,,,,,,130,,kg,,355,,50765
2020/06/25,,メタウォーター,,,被覆銅線Ｂ,,,,,,,,30,,kg,,305,,10065
2020/06/25,,メタウォーター,,,被覆銅線Ｂ,,,,,,,,205,,kg,,245,,55247
2020/06/25,,メタウォーター,,,雑線,,,,,,,,945,,kg,,120,,124740
2020/06/25,,メタウォーター,,,ギロ材,,,,,,,,3810,,kg,,18,,75438
2020/06/26,,メタウォーター,,,ギロ材,,,,,,,,1600,,kg,,18,,31680
2020/06/26,,メタウォーター,,,ギロ材,,,,,,,,6300,,kg,,18,,124740
2020/06/26,,メタウォーター,,,ガス切,,,,,,,,1480,,kg,,13,,21164
2020/06/26,,メタウォーター,,,18-8ステン解体,,,,,,,,6780,,kg,,55,,410190
2020/06/29,,メタウォーター,,,ギロ材,,,,,,,,7890,,kg,,17,,147543
2020/06/29,,メタウォーター,,,ギロ材,,,,,,,,9310,,kg,,17,,174097
2020/06/29,,メタウォーター,,,18-8ステン解体,,,,,,,,1630,,kg,,55,,98615
2020/06/29,,メタウォーター,,,ギロ材,,,,,,,,3710,,kg,,17,,69377
2020/06/30,,メタウォーター,,,ギロ材,,,,,,,,4660,,kg,,16,,82016
2020/06/30,,メタウォーター,,,ギロ材,,,,,,,,1990,,kg,,16,,35024
2020/06/30,,メタウォーター,,,ギロ材,,,,,,,,5460,,kg,,16,,96096
2020/06/30,,メタウォーター,,,ガス切,,,,,,,,3090,,kg,,11,,37389
2020/06/30,,メタウォーター,,,雑品,,,,,,,,2170,,kg,,10,,23870
2020/06/30,,メタウォーター,,,ギロ材,,,,,,,,3840,,kg,,16,,67584
2020/06/30,,メタウォーター,,,ガス切,,,,,,,,5760,,kg,,11,,69696
2020/07/01,,メタウォーター,,,ギロ材,,,,,,,,910,,kg,,16,,16016
2020/07/01,,メタウォーター,,,ガス切,,,,,,,,8160,,kg,,11,,98736
2020/07/01,,メタウォーター,,,ギロ材,,,,,,,,8790,,kg,,16,,154704
2020/07/02,,メタウォーター,,,雑線,,,,,,,,19800,,kg,,20,,435600
2020/07/02,,メタウォーター,,,ギロ材,,,,,,,,1430,,kg,,15,,23595
2020/07/02,,メタウォーター,,,ギロ材,,,,,,,,1970,,kg,,15,,32505
2020/07/02,,メタウォーター,,,ギロ材,,,,,,,,7650,,kg,,15,,126225
2020/07/02,,メタウォーター,,,ギロ材,,,,,,,,10170,,kg,,15,,167805
2020/07/03,,メタウォーター,,,18-8ステン解体,,,,,,,,1250,,kg,,55,,75625
2020/07/06,,メタウォーター,,,ギロ材,,,,,,,,8250,,kg,,13.5,,122512
2020/07/06,,メタウォーター,,,ガス切,,,,,,,,2060,,kg,,8.5,,19261
2020/07/06,,メタウォーター,,,ギロ材,,,,,,,,5190,,kg,,13.5,,77071
2020/07/06,,メタウォーター,,,雑品,,,,,,,,4290,,kg,,10,,47190
2020/07/07,,メタウォーター,,,ギロ材,,,,,,,,7190,,kg,,13.5,,106771
2020/07/07,,メタウォーター,,,ガス切,,,,,,,,3080,,kg,,8.5,,28798
2020/07/07,,メタウォーター,,,ギロ材,,,,,,,,6070,,kg,,13.5,,90139
2020/07/07,,メタウォーター,,,雑品,,,,,,,,1510,,kg,,10,,16610
2020/07/13,,メタウォーター,,,ギロ材,,,,,,,,960,,kg,,13.5,,14256
2020/07/13,,メタウォーター,,,18-8ステン解体,,,,,,,,590,,kg,,55,,35695
2020/07/14,,メタウォーター,,,ギロ材,,,,,,,,1150,,kg,,13.5,,17077
2020/07/14,,メタウォーター,,,18-8ステン解体,,,,,,,,860,,kg,,55,,52030
2020/07/14,,メタウォーター,,,ギロ材,,,,,,,,6130,,kg,,13.5,,91030
2020/07/14,,メタウォーター,,,ガス切,,,,,,,,1440,,kg,,8.5,,13464
2020/07/14,,メタウォーター,,,ギロ材,,,,,,,,10210,,kg,,13.5,,151618
2020/07/15,,メタウォーター,,,18-8ステン解体,,,,,,,,1560,,kg,,55,,94380
2020/07/16,,メタウォーター,,,18-8ステン解体,,,,,,,,3490,,kg,,55,,211145
2020/07/16,,メタウォーター,,,ギロ材,,,,,,,,6600,,kg,,13.5,,98010
2020/07/16,,メタウォーター,,,ギロ材,,,,,,,,8400,,kg,,13.5,,124740
2020/07/17,,メタウォーター,,,18-8ステン解体,,,,,,,,1910,,kg,,65,,136565
2020/07/17,,メタウォーター,,,ギロ材,,,,,,,,3040,,kg,,14,,46816
2020/07/17,,メタウォーター,,,ガス切,,,,,,,,7080,,kg,,9,,70092
2020/07/17,,メタウォーター,,,ギロ材,,,,,,,,5610,,kg,,14,,86394
2020/07/17,,メタウォーター,,,18-8ステン解体,,,,,,,,2400,,kg,,65,,171600
2020/07/17,,メタウォーター,,,18-8ステン解体,,,,,,,,2980,,kg,,65,,213070
2020/07/17,,メタウォーター,,,18-8ステン解体,,,,,,,,4220,,kg,,65,,301730
2020/07/17,,メタウォーター,,,ギロ材,,,,,,,,670,,kg,,14,,10318
2020/07/20,,メタウォーター,,,ギロ材,,,,,,,,3280,,kg,,14,,50512
2020/07/21,,メタウォーター,,,ギロ材,,,,,,,,670,,kg,,14,,10318
2020/07/27,,メタウォーター,,,18-8ステン解体,,,,,,,,2490,,kg,,65,,178035
2020/07/27,,メタウォーター,,,18-8ステン解体,,,,,,,,2060,,kg,,65,,147290
2020/07/28,,メタウォーター,,,雑品,,,,,,,,140,,kg,,10,,1540
2020/07/28,,メタウォーター,,,18-8ステン解体,,,,,,,,1740,,kg,,65,,124410
2020/07/28,,メタウォーター,,,18-8ステン解体,,,,,,,,980,,kg,,65,,70070
2020/07/28,,メタウォーター,,,18-8ステン解体,,,,,,,,1520,,kg,,65,,108680
2020/07/28,,メタウォーター,,,ギロ材,,,,,,,,2200,,kg,,14.5,,35090
2020/07/28,,メタウォーター,,,ガス切,,,,,,,,1640,,kg,,9.5,,17138
2020/07/28,,メタウォーター,,,18-8ステン解体,,,,,,,,1640,,kg,,65,,117260
2020/07/28,,メタウォーター,,,ギロ材,,,,,,,,1430,,kg,,14.5,,22808
2020/07/28,,メタウォーター,,,18-8ステン解体,,,,,,,,3400,,kg,,65,,243100
2020/07/30,,メタウォーター,,,ギロ材,,,,,,,,300,,kg,,14.5,,4785
2020/07/30,,メタウォーター,,,被覆銅線（40％）,,,,,,,,220,,kg,,150,,36300
2020/06/01,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ　7ｔﾕﾆｯｸ）,,,,,,,,1,,台,,32000,,35200
2020/06/09,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ　7ｔﾕﾆｯｸ車）,,,,,,,,1,,台,,32000,,35200
2020/06/11,,メタウォーター,,,運搬費,,,,,,,,1,,台,,60000,,66000
2020/06/11,,メタウォーター,,,石綿含有産業廃棄物,,,,,,,,5,,m3,,30000,,165000
2020/06/15,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/06/15,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,30900,,33990
2020/06/15,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,21000,,23100
2020/06/15,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,25000,,27500
2020/06/16,,メタウォーター,,,運搬費（7ｔﾕﾆｯｸ　ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,32000,,35200
2020/06/16,,メタウォーター,,,コンテナ設置費,,,,,,,,1,,台,,12000,,13200
2020/06/17,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,25000,,27500
2020/06/18,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,25000,,27500
2020/06/18,,メタウォーター,,,運搬費（10ｔﾊﾞｷｭｰﾑ）,,,,,,,,1,,台,,85000,,93500
2020/06/18,,メタウォーター,,,作業員,,,,,,,,1,,人,,33000,,36300
2020/06/18,,メタウォーター,,,諸経費,,,,,,,,1,,式,,80000,,88000
2020/06/18,,メタウォーター,,,苛性ソーダ,,,,,,,,8820,,kg,,35,,339570
2020/06/18,,メタウォーター,,,運搬費（10ｔﾊﾞｷｭｰﾑ）,,,,,,,,1,,台,,85000,,93500
2020/06/18,,メタウォーター,,,汚泥,,,,,,,,7090,,kg,,35,,272965
2020/06/19,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/06/19,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,21000,,23100
2020/06/19,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,21000,,23100
2020/06/19,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,21000,,23100
2020/06/23,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/06/23,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/06/23,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,35000,,38500
2020/06/24,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,25000,,27500
2020/06/24,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/06/25,,メタウォーター,,,運搬費（4ｔｃ常用）,,,,,,,,1,,台,,50000,,55000
2020/06/25,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,25000,,27500
2020/06/26,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,35000,,38500
2020/06/29,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/06/29,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/06/29,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,35000,,38500
2020/06/30,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,35000,,38500
2020/07/01,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,35000,,38500
2020/07/02,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/02,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/02,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/02,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,35000,,38500
2020/07/02,,メタウォーター,,,運搬費（10ｔﾊﾞｷｭｰﾑ）,,,,,,,,1,,台,,130000,,143000
2020/07/02,,メタウォーター,,,作業員,,,,,,,,1,,人,,30000,,33000
2020/07/02,,メタウォーター,,,汚泥（廃水処理）,,,,,,,,2760,,kg,,25,,75900
2020/07/03,,メタウォーター,,,運搬費（4ｔｃ常用）,,,,,,,,1,,台,,50000,,55000
2020/07/06,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1,,台,,55000,,60500
2020/07/06,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,35000,,38500
2020/07/07,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/07,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/07,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/07,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,35000,,38500
2020/07/08,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/08,,メタウォーター,,,運搬費（10ｔｄ）,,,,,,,,1,,台,,35000,,38500
2020/07/08,,メタウォーター,,,運搬費（4ｔｃ常用）,,,,,,,,1,,台,,50000,,55000
2020/07/08,,メタウォーター,,,コンクリ－トがら,,,,,,,,3650,,kg,,3.5,,14052
2020/07/08,,メタウォーター,,,コンクリ－トがら,,,,,,,,3400,,kg,,3.5,,13090
2020/07/08,,メタウォーター,,,コンクリ－トがら,,,,,,,,3520,,kg,,3.5,,13552
2020/07/08,,メタウォーター,,,コンクリ－トがら,,,,,,,,3420,,kg,,3.5,,13167
2020/07/08,,メタウォーター,,,コンクリ－トがら,,,,,,,,3720,,kg,,3.5,,14322
2020/07/08,,メタウォーター,,,コンクリ－トがら,,,,,,,,3390,,kg,,3.5,,13051
2020/07/08,,メタウォーター,,,コンクリ－トがら,,,,,,,,3380,,kg,,3.5,,13013
2020/07/08,,メタウォーター,,,運搬費（4ｔｄ常用）,,,,,,,,1,,台,,45000,,49500
2020/07/08,,メタウォーター,,,コンクリ－トがら,,,,,,,,2620,,kg,,3.5,,10087
2020/07/09,,メタウォーター,,,運搬費（4ｔｃ常用）,,,,,,,,1,,台,,50000,,55000
2020/07/09,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/10,,メタウォーター,,,運搬費,,,,,,,,1,,台,,75000,,82500
2020/07/10,,メタウォーター,,,燃え殻（特管）,,,,,,,,9130,,kg,,120,,1205160
2020/07/14,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,42500,,46750
2020/07/14,,メタウォーター,,,ゴムロール,,,,,,,,0,,,,0,,0
2020/07/15,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/15,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/16,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,36500,,40150
2020/07/16,,メタウォーター,,,ゴムロール,,,,,,,,0,,,,0,,0
2020/07/16,,メタウォーター,,,運搬費,,,,,,,,1,,台,,75000,,82500
2020/07/16,,メタウォーター,,,燃え殻（特管）,,,,,,,,5650,,kg,,120,,745800
2020/07/16,,メタウォーター,,,運搬費,,,,,,,,1,,台,,75000,,82500
2020/07/16,,メタウォーター,,,燃え殻（特管）,,,,,,,,5840,,kg,,120,,770880
2020/07/17,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ常用）,,,,,,,,1,,台,,80250,,88275
2020/07/17,,メタウォーター,,,ゴムロール,,,,,,,,0,,,,0,,0
2020/07/20,,メタウォーター,,,運搬費（10ｔｄ）,,,,,,,,1,,台,,35000,,38500
2020/07/20,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/20,,メタウォーター,,,コンクリ－トがら,,,,,,,,2410,,kg,,3.5,,9278
2020/07/21,,メタウォーター,,,運搬費（4ｔｃ常用）,,,,,,,,1,,台,,50000,,55000
2020/07/21,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/21,,メタウォーター,,,コンクリ－トがら,,,,,,,,1680,,kg,,3.5,,6468
2020/07/28,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/07/28,,メタウォーター,,,運搬費,,,,,,,,1,,台,,47750,,52525
2020/07/28,,メタウォーター,,,ゴムロール,,,,,,,,0,,,,0,,0
2020/07/29,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/06/02,,メタウォーター,,,運搬費,,,,,,,,1,,台,,21000,,23100
2020/06/30,,メタウォーター,,,一般廃棄物,,,,,,,,1,,式,,15000,,16500
2020/06/30,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1,,式,,1500,,1650
2020/07/31,,メタウォーター,,,一般廃棄物,,,,,,,,1,,式,,15000,,16500
2020/07/31,,メタウォーター,,,一般廃棄物　事務手数料,,,,,,,,1,,式,,1500,,1650
2020/06/08,,メタウォーター,,,運搬費（4ｔﾕﾆｯｸ）,,,,,,,,1,,台,,35000,,38500
2020/06/08,,メタウォーター,,,運搬費,,,,,,,,1,,台,,28000,,30800
2020/06/09,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,25000,,27500
2020/06/11,,メタウォーター,,,運搬費（10ｔｄ）　,,,,,,,,1,,台,,35000,,38500
2020/06/11,,メタウォーター,,,運搬費（10ｔｄ）,,,,,,,,1,,台,,35000,,38500
2020/06/11,,メタウォーター,,,コンクリ－トがら（10ｔ車）,,,,,,,,1,,台,,25000,,27500
2020/06/12,,メタウォーター,,,運搬費（ｽｸﾗｯﾌﾟ）,,,,,,,,1,,台,,25000,,27500
2020/06/15,,メタウォーター,,,コンテナ設置費　,,,,,,,,1,,台,,15000,,16500
2020/06/17,,メタウォーター,,,コンクリ－トがら（10ｔ車）,,,,,,,,1,,台,,25000,,27500
2020/06/17,,メタウォーター,,,運搬費（10ｔｄ常用）,,,,,,,,1,,台,,55000,,60500
